311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311921072125652993	negative	Woher weiss das Konklave nur immer so gut , welchen Papst dieser ominöse Gott gerade will ? Und warum müssen die trotzdem so oft wählen ?	woher wissen die Konklave nur immer so gut , welche Papst dies ominös Gott gerade wollen ? und warum müssen die trotzdem so oft wählen ?	PWAV VVFIN ART NN ADV ADV ADV ADJD $, PWAT NN PDAT ADJA NN ADV VMFIN $. KON PWAV VMFIN ART PAV ADV ADV VVINF $.	26/MO 24/-- 28/NK 26/SB 32/MO 31/MO 32/MO 26/MO 32/-- 35/NK 40/SB 38/NK 38/NK 35/AG 40/MO 26/OC 40/-- 20/JU 20/MO 17/-- 24/NK 24/NK 24/MO 20/MO 20/OC 25/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ EmoExpression::markable_104012650::Intensity=medium|EmoExpression::markable_104012650::SubjectiveFact=false|EmoExpression::markable_104012650::EmoExpression=True|EmoExpression::markable_104012650::Polarity=positive|pos=True|EmoExpression::markable_104012650::Sarcasm=false|EmoExpression::markable_104012650::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|Target::markable_76::Preferred=true|gender=fem|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|Sentiment::markable_75::Intensity=medium|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Sentiment::markable_75::Polarity=negative case=nom|EmoExpression::markable_77::Uncertain=false|gender=neut|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_77::EmoExpression=True|Target::markable_76::Target=True|num=sg|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Polarity=negative|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ _ _ _ _
312108178609422337	neutral	Neuer Mann und immer noch : der Papst hat es Speckbsteck zspät bstellt . Lernen die das nicht ? Papst	neu Mann und immer noch : die Papst haben es Speckbsteck zspät bstellt . Lernen die die nicht ? Papst	ADJA NN KON ADV ADV $. ART NN VAFIN PPER NN NN VVPP $. NN ART PDS PTKNEG $. NN	28/NK 35/SB 28/CD 31/MO 39/MO 31/-- 34/NK 29/CJ 26/-- 39/OA 39/OA 37/NK 35/OC 39/-- 14/-- 17/NK 15/SB 15/NG 18/-- 19/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg
311922659724259328	positive	Ich habe es auch toll gefunden , dass er erst an den ehemaligen Papst Benedikt gedacht und für ihn gebetet hat ! papst ...	ich haben es auch toll finden , dass er erst an die ehemalig Papst Benedikt denken|gedenken und für er beten haben ! Papst ...	PPER VAFIN PPER ADV ADJD VVPP $, KOUS PPER ADV APPR ART ADJA NN NE VVPP KON APPR PPER VVPP VAFIN $. NN $.	22/SB 20/-- 26/OA 26/MO 26/MO 22/OC 26/-- 41/CP 41/SB 31/MO 36/MO 34/NK 34/NK 31/NK 34/NK 41/OC 36/CD 40/MO 38/NK 37/CJ 26/MO 41/-- 22/-- 23/--	case=nom|pers=1|num=sg|Source::markable_80::Source=True|Source::markable_80::Anaphref=markable_79|*=True|Sentiment::markable_78::Sentiment=True pers=1|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|Sentiment::markable_78::Sentiment=True|pers=3 Sentiment::markable_78::Sentiment=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=strong|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_78::Sentiment=True|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True case=nom|Sentiment::markable_78::Sentiment=True|gender=masc|Target::markable_82::Preferred=true|pers=3|Target::markable_82::Target=True|num=sg|Target::markable_82::Anaphref=empty Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|Sentiment::markable_78::Sentiment=True|num=sg|Target::markable_82::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_82::Target=True|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True case=acc|pers=3|num=sg|Target::markable_82::Target=True|gender=masc|Sentiment::markable_78::Sentiment=True Sentiment::markable_78::Sentiment=True|Target::markable_82::Target=True pers=3|Sentiment::markable_78::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_82::Target=True Sentiment::markable_78::Sentiment=True _ _
312106776508125184	neutral	Der peersteinbrueck ist nicht der Papst , doch beichten kann er auch : kopfzeiler hat ihn sich bei will angesehen : ...	die %User sein nicht die Papst , doch beichten können er auch : %User haben er sich bei wollen ansehen : ...	ART NE VAFIN PTKNEG ART NN $, ADV VVINF VMFIN PPER ADV $. NE VAFIN PPER PRF APPR VMFIN VVPP $. $.	26/NK 27/SB 24/-- 27/NG 30/NK 27/PD 30/-- 34/MO 34/OC 27/CJ 34/SB 38/MO 36/-- 39/SB 34/CJ 39/SB 44/OA 44/MO 44/PAR 39/OC 44/-- 42/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _
312095175646273536	negative	Einige Linke empören sich schon über den neuen Papst . Aber was haben die denn erwartet ? Kommentar von Deniz Yücel : ...	einige Linke empören sich schon über die neu Papst . aber was haben die denn erwarten ? Kommentar von Deniz Yücel : ...	PIAT NN VVFIN PRF ADV APPR ART ADJA NN $. KON PWS VAFIN PDS ADV VVPP $. NN APPR NE NE $. $.	24/NK 25/SB 22/-- 25/OA 25/MO 25/OP 31/NK 31/NK 28/NK 31/-- 13/JU 13/OA 10/-- 16/OA 16/MO 13/OC 16/-- 17/-- 18/PG 21/PNC 19/NK 21/-- 22/--	case=nom|Sentiment::markable_83::Sarcasm=false|Source::markable_84::Anaphref=empty|Source::markable_84::Source=True|Sentiment::markable_83::Intensity=medium|*=True|num=pl|Sentiment::markable_83::Polarity=negative|Sentiment::markable_83::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_83::Sentiment=True|Source::markable_84::Source=True EmoExpression::markable_85::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_85::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::Polarity=negative|EmoExpression::markable_85::Sarcasm=false|Sentiment::markable_83::Sentiment=True|EmoExpression::markable_85::SubjectiveFact=false case=acc|pers=3|num=pl|EmoExpression::markable_85::EmoExpression=True|Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty|Sentiment::markable_83::Sentiment=True case=acc|num=sg|Target::markable_86::Target=True|gender=masc|pos=True|Sentiment::markable_83::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_86::Target=True|Sentiment::markable_83::Sentiment=True _ _ case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311915887525494784	neutral	Exklusiv Meldung aus Vatikan : Papst kommt nicht raus , schaut noch 98  Komma 8 Stunden wach via Livestream 988 stundenwach	exklusiv Meldung aus Vatikan : Papst kommen nicht raus , schauen noch @card@ Komma 8 Stunde|Stunden wach via Livestream @card@ stundenwach	ADJD NN APPR NN $. NN VVFIN PTKNEG PTKVZ $, VVFIN ADV CARD NN CARD NN ADJD APPR NN CARD ADJD	25/MO 34/SB 25/MNR 26/NK 27/-- 30/SB 25/PAR 30/NG 30/SVP 32/-- 23/-- 36/MO 37/NK 34/MO 39/NK 34/MO 34/MO 34/MO 41/NK 42/NK 34/MO	pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=neut|num=pl _ case=acc|gender=fem|num=pl pos=True _ case=dat|gender=neut|num=sg _ pos=True
311941711272226816	neutral	" Guten Abend ! " ( Böser Verdacht : Neuer Papst ein Mainzelmännchen ? )	" gut Abend ! " ( böse Verdacht : neu Papst eine Mainzelmännchen ? )	$( ADJA NN $. $( $( ADJA NN $. ADJA NN ART NN $. $(	23/-- 24/NK 21/-- 24/-- 25/-- 7/-- 8/NK 5/-- 8/-- 11/NK 5/-- 13/NK 8/SB 13/-- 14/--	_ case=acc|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|gender=masc|EmoExpression::markable_89::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium case=acc|gender=masc|num=sg _ _ _ EmoExpression::markable_88::EmoExpression=True|*=True|pos=True|EmoExpression::markable_88::Polarity=negative|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=dat|EmoExpression::markable_87::Polarity=negative|gender=masc|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Uncertain=false _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
311921423813844992	positive	Und er nimmt Bezug auf den alten Papst . Sehr sympathisch !	und er nehmen Bezug auf die alt Papst . sehr sympathisch !	KON PPER VVFIN NN APPR ART ADJA NN $. ADV ADJD $.	18/JU 18/SB 15/-- 18/OA 18/OP 23/NK 23/NK 20/NK 23/-- 11/MO 9/-- 11/--	Sentiment::markable_90::Polarity=positive|Sentiment::markable_90::Sarcasm=false|Sentiment::markable_90::Intensity=strong|Sentiment::markable_90::Sentiment=True case=nom|gender=masc|Target::markable_91::Preferred=true|pers=3|Target::markable_91::Target=True|num=sg|Target::markable_91::Anaphref=empty|Sentiment::markable_90::Sentiment=True pers=3|Target::markable_91::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Target::markable_91::Target=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True case=acc|Target::markable_91::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_90::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_90::Sentiment=True|Target::markable_91::Target=True Sentiment::markable_90::Sentiment=True Intensifier::markable_93::Degree=medium|Intensifier::markable_93::EmoExpressionRef=emo-expression:markable_92|Sentiment::markable_90::Sentiment=True|Intensifier::markable_93::Intensifier=True EmoExpression::markable_92::SubjectiveFact=false|EmoExpression::markable_92::Intensity=medium|pos=True|EmoExpression::markable_92::Uncertain=false|EmoExpression::markable_92::EmoExpression=True|Sentiment::markable_90::Sentiment=True|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Sarcasm=false Sentiment::markable_90::Sentiment=True
311922451468668929	positive	Feuerwerk und Konfettiregen wären jetzt cool . Und dazu fetzige Musik von den Village People. %Link papst	Feuerwerk und Konfettiregen sein jetzt cool . und dazu fetzige Musik von die Village People. %Link papst	NN KON NN VAFIN ADV ADJD $. KON PAV ADJA NN APPR ART NN NN XY ADJA	16/SB 13/CD 14/CJ 12/-- 16/MO 16/PD 18/-- 15/JU 11/NK 11/NK 15/MO 15/PG 14/NK 12/NK 7/-- 15/NK 16/--	case=nom|Target::markable_95::Target=True|gender=neut|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=positive|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty Sentiment::markable_94::Sentiment=True case=dat|Target::markable_96::Anaphref=empty|num=pl|Target::markable_96::Preferred=true|gender=masc|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=pl|tense=past|mood=subj Sentiment::markable_94::Sentiment=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::Polarity=positive|pos=True|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True _ _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311919085619388416	negative	Na toll . Da hat man den Tweet seines Lebens vorbereitet und dann ist der neue Papst kein hinkender Peruaner , dessen Name auf olov endet .	na toll . da haben man die Tweet sein Leben vorbereiten und dann sein die neu Papst keine hinkend Peruaner , die Name auf olov enden .	ITJ ADJD $. ADV VAFIN PIS ART NN PPOSAT NN VVPP KON ADV VAFIN ART ADJA NN PIAT ADJA NN $, PRELAT NN APPR NE VVFIN $.	19/DM 17/-- 19/-- 11/MO 3/-- 5/SB 8/NK 11/OA 10/NK 8/AG 5/OC 5/CD 14/MO 12/CJ 17/NK 17/NK 14/SB 20/NK 20/NK 14/PD 20/-- 23/AG 26/SB 26/MO 24/NK 20/RC 26/--	EmoExpression::markable_104012639::EmoExpression=True|EmoExpression::markable_104012639::Intensity=medium|EmoExpression::markable_104012639::Uncertain=false|EmoExpression::markable_104012639::SubjectiveFact=false|EmoExpression::markable_104012639::Polarity=negative|EmoExpression::markable_104012639::Sarcasm=false EmoExpression::markable_104012639::EmoExpression=True|pos=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _
311922928562364417	neutral	Der Papst segnet alle Menschen und Frauen , weil wir sind dann genau was ?!	die Papst segnen alle Mensch und Frau , weil wir sein dann genau was ?!	ART NN VVFIN PIAT NN KON NN $, KOUS PPER VAFIN ADV ADJD PIAT NN	29/NK 30/SB 27/-- 32/NK 30/OA 32/CD 33/CJ 34/-- 38/CP 38/SB 30/MO 38/MO 41/MO 42/NK 38/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
311955046264868864	positive	Reaktionen auf neuen Papst : " Ein Zeichen der Stärke Lateinamerikas " : Glückwünsche aus aller Welt erreichen Fra ...	Reaktion auf neu Papst : " eine Zeichen die Stärke Lateinamerika " : Glückwunsch aus alle Welt erreichen Fra ...	NN APPR ADJA NN $. $( ART NN ART NN NE $( $. NN APPR PIAT NN VVFIN NE $.	33/SB 16/OP 19/NK 17/NK 19/-- 20/-- 23/NK 16/PAR 25/NK 23/AG 25/AG 26/-- 27/-- 23/APP 29/MNR 32/NK 30/NK 15/-- 33/OA 34/--	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=fem|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=gen|gender=neut|num=sg _ _ case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=masc|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=pl|EmoExpression::markable_100::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _
311918392238030850	positive	Für die alle die es wissen wollen der Papst kommt aus Argentinien D:	für die alle die es wissen wollen die Papst kommen aus Argentinien D:	APPR ART PIAT PRELS PPER VVINF VMFIN ART NN VVFIN APPR NE NE	24/MO 23/NK 21/NK 27/SB 26/OA 27/OC 20/-- 29/NK 30/DA 27/OC 30/MO 33/PNC 31/NK	_ case=acc|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=neut|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_98::Intensity=medium|gender=neut|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false
311940174688960513	negative	Solange nicht jemand mit evangelischen Glauben Papst wird interessiert es mich nicht , denn so wird sich bei den Katholiken eh nichts ändern !	solange nicht jemand mit evangelisch Glaube Papst werden interessiert es ich nicht , denn so werden sich bei die Katholik eh nichts ändern !	KOUS PTKNEG PIS APPR ADJA NN NN VAFIN ADJD PPER PRF PTKNEG $, KON ADV VAFIN PRF APPR ART NN ADV PIS VVINF $.	21/CP 16/NG 21/SB 16/MNR 19/NK 17/NK 19/NK 13/-- 36/MO 36/OA 36/OA 36/NG 25/-- 25/CD 36/MO 27/CJ 36/OA 36/MO 33/NK 31/NK 36/MO 29/SB 21/OC 36/--	Sentiment::markable_101::Polarity=negative|Sentiment::markable_101::Sarcasm=false|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Intensity=medium Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Uncertain=false case=nom|Sentiment::markable_101::Sentiment=True|gender=neut|Target::markable_106::Preferred=true|pers=3|Target::markable_106::Target=True|num=sg|Target::markable_106::Anaphref=empty case=acc|pers=1|num=sg|Sentiment::markable_101::Sentiment=True|*=True|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True Negation::markable_103::Negation=True|Negation::markable_103::EmoExpressionRef=emo-expression:markable_102|Sentiment::markable_101::Sentiment=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ gender=neut|*=True _ _
311934127773454336	positive	Der Papst auf Fb , das ist schon cool : " Papst Franziskus I. hat schon knapp 50.000 Fans bei Facebook	die Papst auf Fb , die sein schon cool : " Papst Franziskus I. haben schon knapp @card@ Fan bei Facebook	ART NN APPR NN $, PDS VAFIN ADV ADJD $. $( NN NE NE VAFIN ADV ADJD CARD NN APPR NE	26/NK 30/RE 26/MNR 27/NK 28/-- 31/SB 24/-- 33/MO 31/PD 33/-- 34/-- 39/SB 38/PNC 36/NK 31/CJ 39/MO 42/MO 43/NK 39/OA 43/MNR 44/NK	case=nom|Sentiment::markable_107::Sentiment=True|gender=masc|Target::markable_108::Preferred=true|Sentiment::markable_107::Intensity=medium|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sarcasm=false|Target::markable_108::Anaphref=empty|Sentiment::markable_107::Polarity=positive case=nom|gender=masc|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True case=acc|gender=fem|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True pers=3|Sentiment::markable_107::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_107::Sentiment=True EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=false|pos=True|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::EmoExpression=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ case=dat|*=True|num=sg
311923171571924992	neutral	und gleich für er noch penis und macht gnihihi papst	und gleich für er noch penis und machen gnihihi papst	KON ADJD APPR PPER ADV ADJD KON VVFIN NE ADJA	29/JU 27/MO 27/MO 24/NK 27/MO 29/MO 27/CD 21/-- 28/CJ 29/MO	_ pos=True _ case=nom|gender=masc|num=sg|pers=3 _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _
311910033673838592	negative	Da ... marschieren Uniformierte zu Marschmusik mit ... Knarren ! Und alle Kapellen spielen durcheinander . Sind die irre ? papst konklave	da ... marschieren Uniformierte zu Marschmusik mit ... Knarre|Knarren ! und alle Kapelle spielen durcheinander . sein die irre ? papst Konklave	ADV $. VVFIN NN APPR NN PTKVZ $. NN $. KON PIAT NN VVFIN PTKVZ $. VAFIN PDS ADJD $. ADJA NN	10/-- 11/-- 2/-- 3/SB 3/MO 5/NK 3/SVP 7/-- 8/-- 9/-- 14/JU 13/NK 14/SB 10/-- 14/SVP 15/-- 16/-- 17/SB 17/PD 19/-- 22/NK 20/--	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_104012640::Intensity=weak|EmoExpression::markable_104012640::SubjectiveFact=false|EmoExpression::markable_104012640::Polarity=negative|EmoExpression::markable_104012640::EmoExpression=True|EmoExpression::markable_104012640::Uncertain=false|EmoExpression::markable_104012640::Sarcasm=false _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|EmoExpression::markable_110::SubjectiveFact=false|*=True|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=negative|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=pl|EmoExpression::markable_110::EmoExpression=True _ _ case=nom|gender=neut|num=pl
