378616125267144704	neutral	war es auch %PosSmiley eine der letzten gelben / grünen zucchinis , tomaten , karotten etc ...	sein es auch %PosSmiley eine die letzt gelb / grün zucchinis , tomaten , karotten etc. ...	VAFIN PPER ADV ITJ ART ART ADJA ADJA $( ADJA NN $, ADJD $, VVFIN ADV $.	0/-- 1/SB 1/MO 13/DM 13/OA 11/NK 11/NK 11/NK 8/-- 8/MO 5/AG 11/-- 1/PD 13/-- 1/CJ 15/MO 16/--	pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True _ _ _ case=nom|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=ind _ _
367291310249484288	positive	CDU / #CSU-Fraktionschef Kauder verteidigt Kanzleramtschef Pofalla und will die NSA - Debatte ebenfalls beenden %Link ( red )	CDU / #CSU-Fraktionschef Kauder verteidigen Kanzleramtschef Pofalla und wollen die Nsa - Debatte ebenfalls beenden %Link ( red )	NE $( NN NN VVFIN NN NE KON VMFIN ART NE $( NN ADV VVINF XY $( FM $(	28/SB 24/-- 24/CJ 26/NK 23/-- 28/SB 29/NK 28/CD 31/CJ 36/NK 36/NK 34/-- 38/OA 32/MO 32/OC 38/NK 39/-- 39/UC 41/--	case=nom|gender=fem|Source::markable_100500226::Anaphref=empty|Sentiment::markable_100500225::Intensity=medium|Sentiment::markable_100500225::Sentiment=True|num=sg|Source::markable_100500226::Source=True|Sentiment::markable_100500225::Sarcasm=false|Sentiment::markable_100500225::Polarity=positive Sentiment::markable_100500225::Sentiment=True|Source::markable_100500226::Source=True case=nom|gender=masc|num=sg|Source::markable_100500226::Source=True|Sentiment::markable_100500225::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_100500226::Source=True|Sentiment::markable_100500225::Sentiment=True mood=ind|EmoExpression::markable_100500227::Uncertain=false|EmoExpression::markable_100500227::Polarity=positive|EmoExpression::markable_100500227::Intensity=medium|EmoExpression::markable_100500227::SubjectiveFact=false|EmoExpression::markable_100500227::EmoExpression=True|pers=3|Sentiment::markable_100500225::Sentiment=True|num=sg|tense=pres|EmoExpression::markable_100500227::Sarcasm=false case=nom|Sentiment::markable_100500225::Sentiment=True|Target::markable_100500228::Target=True|num=sg|Target::markable_100500228::Preferred=true|gender=masc|Target::markable_100500228::Anaphref=empty case=nom|gender=masc|Target::markable_100500228::Target=True|num=sg|Sentiment::markable_100500225::Sentiment=True _ EmoExpression::markable_100500230::Sarcasm=false|Sentiment::markable_100500229::Intensity=medium|mood=ind|EmoExpression::markable_100500230::SubjectiveFact=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500230::Polarity=positive|pers=3|Sentiment::markable_100500229::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_100500230::Uncertain=false|Sentiment::markable_100500229::Sarcasm=false|EmoExpression::markable_100500230::Intensity=medium|Sentiment::markable_100500229::Sentiment=True case=acc|num=pl|Target::markable_100500231::Target=True|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500231::Preferred=true|gender=fem|Target::markable_100500231::Anaphref=empty case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl|Target::markable_100500231::Target=True|Sentiment::markable_100500229::Sentiment=True Target::markable_100500231::Target=True|Sentiment::markable_100500229::Sentiment=True Target::markable_100500231::Target=True|Sentiment::markable_100500229::Sentiment=True _ _ _ _
368100848234033152	neutral	Das Wahlprogramm der Piraten als Hörbuch . Barrierefrei im DAISY - Format %Link Dank an dgirke für die Erste ...	die Wahlprogramm die Pirat als Hörbuch . barrierefrei in Daisy - Format %Link dank an %User für die Erste ...	ART NN ART NN KOKOM NN $. ADJD APPRART NE $( NN XY APPR APPR NE APPR ART NN $.	21/NK 19/-- 23/NK 21/AG 25/CM 21/CC 25/-- 12/MO 12/MO 9/NK 10/-- 7/-- 12/PNC 12/UC 12/UC 15/NK 15/MO 19/NK 17/NK 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=nom|gender=neut|num=sg _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ *=True *=True _ _ case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _
378933387442266113	positive	Wie kann es nur sein , dass ein intelligenter und kompetenter Mensch wie Dirk Müller cashkurs die rechten Tendenzen der AFD ...	wie können es nur sein , dass eine intelligent und kompetent Mensch wie Dirk Müller %User die recht|rechts Tendenz die AFD ...	PWAV VMFIN PPER ADV VAINF $, KOUS ART ADJA KON ADJA NN KOKOM NE NE NE ART ADJA NN ART NN $.	22/MO 20/-- 22/EP 25/MO 22/MO 25/-- 36/CP 32/NK 32/NK 29/CD 30/CJ 36/SB 35/CM 35/PNC 32/CC 25/DA 39/NK 39/NK 25/DA 41/NK 39/AG 41/--	EmoExpression::markable_100500321::Polarity=negative|EmoExpression::markable_100500321::EmoExpression=True|EmoExpression::markable_100500321::Uncertain=false|EmoExpression::markable_100500321::Intensity=medium|EmoExpression::markable_100500321::Sarcasm=false|EmoExpression::markable_100500321::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_100500321::EmoExpression=True case=nom|gender=neut|num=sg|EmoExpression::markable_100500321::EmoExpression=True|pers=3 _ EmoExpression::markable_100500321::EmoExpression=True _ _ case=nom|num=sg|Sentiment::markable_100500232::Intensity=medium|Sentiment::markable_100500232::Polarity=positive|gender=masc|Sentiment::markable_100500232::Sentiment=True|Sentiment::markable_100500232::Sarcasm=false case=nom|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=positive|gender=masc|EmoExpression::markable_100500233::Uncertain=false|pos=True|EmoExpression::markable_100500233::Intensity=medium|Sentiment::markable_100500232::Sentiment=True|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false Sentiment::markable_100500232::Sentiment=True case=nom|Sentiment::markable_100500232::Sentiment=True|EmoExpression::markable_100500234::Intensity=medium|gender=masc|pos=True|EmoExpression::markable_100500234::EmoExpression=True|EmoExpression::markable_100500234::Uncertain=false|num=sg|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::SubjectiveFact=false|EmoExpression::markable_100500234::Polarity=positive case=nom|gender=masc|num=sg|Sentiment::markable_100500232::Sentiment=True Sentiment::markable_100500232::Sentiment=True case=nom|Target::markable_100500235::Target=True|num=sg|Target::markable_100500235::Anaphref=empty|gender=masc|Sentiment::markable_100500232::Sentiment=True|Target::markable_100500235::Preferred=true case=nom|gender=masc|Target::markable_100500235::Target=True|num=sg|Sentiment::markable_100500232::Sentiment=True case=dat|gender=masc|num=sg case=acc|gender=masc|num=pl case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
369412253612646401	neutral	Der Umgang der Grünen mit ihrer Stadtindianer / Pädo - Vergangenheit hat eine vatikanische Qualität & TAZ spielt mit .	die Umgang die Grüne mit ihr Stadtindianer / Pädo - Vergangenheit haben eine vatikanisch Qualität & TAZ spielen mit .	ART NN ART NN APPR PPOSAT NN $( NN $( NN VAFIN ART ADJA NN KON NE VVFIN PTKVZ $.	24/NK 34/SB 26/NK 24/AG 24/MNR 29/NK 27/NK 29/-- 29/CJ 31/-- 31/NK 22/-- 37/NK 37/NK 40/SB 37/CD 38/CJ 34/OC 40/SVP 41/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|*=True|num=pl case=gen|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
370135718997544960	neutral	Neueste Umfrage ( Sonntagsfrage ) zur Bundestagswahl von Forsa : CDU / CSU 41  % - SPD 22  % - GRÜ 13  % - FDP 6 % - SED 8 % - Sonstige 10  %	neu Umfrage ( Sonntagsfrage ) zu Bundestagswahl von Forsa : CDU / CSU @card@ % - SPD @card@ % - GRÜ @card@ % - FDP 6 % - SED 8 % - sonstig @card@ %	ADJA NN $( NN $( APPRART NN APPR NE $. NE $( NE CARD NN $( NE CARD NN $( NE CARD NN $( NE CARD NN $( NE CARD NN $( ADJA CARD NN	22/NK 20/-- 22/-- 22/PAR 24/-- 24/MNR 26/NK 27/PG 31/PNC 29/-- 28/NK 31/-- 31/CJ 35/NK 24/OA 17/-- 19/SB 19/NK 15/-- 21/-- 23/SB 23/NK 19/-- 25/-- 27/NK 27/NK 23/-- 29/-- 33/SB 31/NK 33/AMS 31/-- 27/-- 35/NK 33/OA	case=nom|gender=fem|num=sg|sup=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=masc|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=acc|gender=fem|num=pl|pos=True _ gender=neut|*=True
356038678100979713	positive	wenn doch nur alle so engagiert wären beim Werben wie der yuumateshi %PosSmiley	wenn doch nur alle so engagiert sein bei Werben wie die %User %PosSmiley	KOUS ADV ADV PIS ADV ADJD VAFIN APPRART NN KOKOM ART NE ITJ	42/CP 39/MO 39/MO 42/SB 41/MO 42/PD 35/-- 42/MO 43/NK 47/CM 47/NK 40/CC 47/NK	Sentiment::markable_100500240::Sentiment=True|Sentiment::markable_100500240::Intensity=medium|Sentiment::markable_100500240::Polarity=positive|Sentiment::markable_100500240::Sarcasm=false Sentiment::markable_100500240::Sentiment=True Sentiment::markable_100500240::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_100500240::Sentiment=True Sentiment::markable_100500240::Sentiment=True EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|Sentiment::markable_100500240::Sentiment=True|pos=True|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True pers=3|Sentiment::markable_100500240::Sentiment=True|num=pl|tense=past|mood=subj case=dat|gender=masc|num=sg|Sentiment::markable_100500240::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500240::Sentiment=True Sentiment::markable_100500240::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500240::Sentiment=True case=dat|num=sg|Target::markable_100500242::Target=True|gender=fem|Target::markable_100500242::Preferred=true|Sentiment::markable_100500240::Sentiment=True|Target::markable_100500242::Anaphref=empty EmoExpression::markable_100500243::Polarity=positive|EmoExpression::markable_100500243::Sarcasm=false|EmoExpression::markable_100500243::Uncertain=false|EmoExpression::markable_100500243::Intensity=medium|EmoExpression::markable_100500243::SubjectiveFact=false|Sentiment::markable_100500240::Sentiment=True|EmoExpression::markable_100500243::EmoExpression=True
355446048593936387	positive	Gute Diskussion bei Illner , ich fürchte nur die deutsche Politik wird die Fakten weiterhin ignorieren , aussitzen und schönreden Piraten +	gut Diskussion bei Illner , ich fürchten nur die deutsch Politik werden die Faktum weiterhin ignorieren , aussitzen und schönreden Pirat +	ADJA NN APPR NN $, PPER VVFIN ADV ART ADJA NN VAFIN ART NN ADV VVINF $, VVINF KON VVFIN NN KON	15/NK 20/PD 15/MNR 16/NK 17/-- 20/SB 13/-- 24/MO 24/NK 24/NK 25/SB 20/CJ 27/NK 29/OA 29/MO 25/OC 29/-- 29/CJ 25/CD 32/CJ 33/OA 33/MO	case=nom|EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::EmoExpression=True|Sentiment::markable_57::Sarcasm=false|gender=fem|Sentiment::markable_57::Polarity=positive|pos=True|EmoExpression::markable_59::Sarcasm=false|num=sg|EmoExpression::markable_59::Intensity=medium|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false case=nom|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|gender=fem|Sentiment::markable_57::Sentiment=True Sentiment::markable_57::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_57::Sentiment=True _ case=nom|Sentiment::markable_100500244::Intensity=medium|Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500244::Polarity=positive|*=True|pers=1|Source::markable_100500245::Source=True|num=sg|Source::markable_100500245::Anaphref=empty|Sentiment::markable_100500244::Sarcasm=false EmoExpression::markable_100500246::EmoExpression=True|mood=ind|Sentiment::markable_100500244::Sentiment=True|pers=1|EmoExpression::markable_100500246::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Polarity=negative|EmoExpression::markable_100500246::Uncertain=false|EmoExpression::markable_100500246::Intensity=medium Sentiment::markable_100500244::Sentiment=True case=nom|Target::markable_100500247::Anaphref=empty|Sentiment::markable_100500248::Sentiment=True|Sentiment::markable_100500248::Polarity=positive|Sentiment::markable_100500244::Sentiment=True|gender=fem|Sentiment::markable_100500248::Intensity=medium|Target::markable_100500247::Target=True|Target::markable_100500247::Preferred=true|num=sg|Sentiment::markable_100500248::Sarcasm=false case=nom|Source::markable_100500248::Anaphref=empty|Sentiment::markable_100500244::Sentiment=True|gender=fem|pos=True|Target::markable_100500247::Target=True|num=sg|Source::markable_100500248::Source=True|Sentiment::markable_100500248::Sentiment=True case=nom|num=sg|Source::markable_100500248::Source=True|Sentiment::markable_100500244::Sentiment=True|gender=fem|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500247::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500247::Target=True case=acc|num=pl|Sentiment::markable_100500248::Sentiment=True|Sentiment::markable_100500244::Sentiment=True|gender=fem|Target::markable_100500247::Target=True case=acc|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500248::Target=True|gender=fem|Target::markable_100500247::Target=True|Target::markable_100500248::Anaphref=empty|Sentiment::markable_100500244::Sentiment=True|num=pl|Target::markable_100500248::Preferred=true Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500247::Target=True EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|Sentiment::markable_100500248::Sentiment=True|EmoExpression::markable_100500248::Intensity=medium|EmoExpression::markable_100500248::SubjectiveFact=false|EmoExpression::markable_100500248::Polarity=negative|Target::markable_100500247::Target=True|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_100500248::Sarcasm=false Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500247::Target=True EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|Sentiment::markable_100500248::Sentiment=True|EmoExpression::markable_100500248::Intensity=medium|EmoExpression::markable_100500248::SubjectiveFact=false|EmoExpression::markable_100500248::Polarity=negative|Target::markable_100500247::Target=True|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_100500248::Sarcasm=false Sentiment::markable_100500244::Sentiment=True|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500247::Target=True EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|Sentiment::markable_100500248::Sentiment=True|mood=ind|EmoExpression::markable_100500248::Intensity=medium|EmoExpression::markable_100500248::SubjectiveFact=false|EmoExpression::markable_100500248::Polarity=negative|Target::markable_100500247::Target=True|pers=3|Sentiment::markable_100500244::Sentiment=True|num=pl|tense=past|EmoExpression::markable_100500248::Sarcasm=false case=nom|gender=masc|num=pl _
379653262195978240	neutral	Grün welkt : Nach der Pleite bei ltwby13 stehen die Grünen vor einem Führungsstreit :	Grün welken : nach die Pleite bei ltwby13 stehen die Grüne vor eine Führungsstreit :	NN VVFIN $. APPR ART NN APPR NN VVFIN ART NN APPR ART NN $.	24/SB 22/-- 24/-- 31/MO 28/NK 26/NK 28/MNR 29/NK 24/SB 33/NK 31/SB 31/MO 36/NK 34/NK 36/--	case=nom|*=True|num=sg mood=ind|EmoExpression::markable_100500236::Uncertain=false|EmoExpression::markable_100500236::Intensity=weak|EmoExpression::markable_100500236::EmoExpression=True|pers=3|EmoExpression::markable_100500236::Polarity=negative|num=sg|tense=pres|EmoExpression::markable_100500236::Sarcasm=false|EmoExpression::markable_100500236::SubjectiveFact=false _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500237::Uncertain=false|gender=fem|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ case=dat|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500238::Intensity=medium|EmoExpression::markable_100500238::Sarcasm=false|gender=masc|EmoExpression::markable_100500238::Polarity=negative|num=sg|EmoExpression::markable_100500238::EmoExpression=True|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false _
380431225145405441	positive	Freut mich persönlich und politisch sehr : LINKE begrüsst ehem . Grüne AStA - Vors. der Uni Frankfurt als neues Mitglied htt ...	freuen ich persönlich und politisch sehr : links begrüßen ehem . Grüne AStA - Vors. die Uni Frankfurt als neu Mitglied htt ...	VVFIN PRF ADJD KON ADJD ADV $. ADJA VVFIN ADJA $. NN NE $( NN ART NN NE KOKOM ADJA NN NN $.	25/MO 16/OA 16/MO 18/CD 19/CJ 24/MO 21/-- 21/UC 16/MO 15/-- 25/-- 13/NK 11/-- 13/-- 13/APP 17/NK 15/AG 17/NK 21/CM 21/NK 15/CC 21/NK 22/--	EmoExpression::markable_61::Polarity=positive|Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|mood=ind|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_60::Polarity=positive|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True case=acc|pers=1|num=sg|Source::markable_63::Source=True|Sentiment::markable_60::Sentiment=True|*=True|Source::markable_63::Anaphref=empty Sentiment::markable_60::Sentiment=True|pos=True Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True|pos=True Sentiment::markable_60::Sentiment=True|Intensifier::markable_62::EmoExpressionRef=emo-expression:markable_61|Intensifier::markable_62::Intensifier=True|Intensifier::markable_62::Degree=medium Sentiment::markable_60::Sentiment=True Target::markable_64::Target=True|Target::markable_64::Anaphref=empty|pos=True|Target::markable_64::Preferred=true|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True case=dat|num=sg|Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True|gender=neut|pos=True Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True case=nom|*=True|num=pl|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True case=nom|*=True|num=pl|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True case=dat|gender=masc|num=sg|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True case=nom|num=sg|Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True|gender=neut|pos=True case=nom|gender=neut|num=sg|Target::markable_64::Target=True|Sentiment::markable_60::Sentiment=True _ Sentiment::markable_60::Sentiment=True|Target::markable_64::Target=True
371565198689042432	mixed	Integrationsministerin Önay ist einfach unfähig ein Ministerium zu führen ! Opposition rügt Vetternwirtschaft spd	Integrationsministerin Önay sein einfach unfähig eine Ministerium zu führen ! Opposition rügen Vetternwirtschaft spd	NN NE VAFIN ADJD ADJD ART NN PTKZU VVINF $. NN VVFIN NN ADJA	26/SB 24/NK 23/-- 28/MO 32/MO 30/NK 32/OA 32/PM 26/OC 32/-- 12/SB 10/-- 12/OA 13/NK	case=nom|Sentiment::markable_100500276::Polarity=positive|Target::markable_100500277::Target=True|Sentiment::markable_100500276::Sarcasm=false|gender=fem|Sentiment::markable_100500276::Intensity=medium|num=sg|Sentiment::markable_100500276::Sentiment=True|Target::markable_100500277::Preferred=true|Target::markable_100500277::Anaphref=empty case=nom|gender=fem|Target::markable_100500277::Target=True|num=sg|Sentiment::markable_100500276::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500276::Sentiment=True Intensifier::markable_100500279::EmoExpressionRef=emo-expression:markable_100500278|Intensifier::markable_100500279::Intensifier=True|Intensifier::markable_100500279::Degree=medium|pos=True|Sentiment::markable_100500276::Sentiment=True EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=negative|EmoExpression::markable_100500278::Sarcasm=false|pos=True|Sentiment::markable_100500276::Sentiment=True|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True case=acc|gender=neut|num=sg|Sentiment::markable_100500276::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500276::Sentiment=True Sentiment::markable_100500276::Sentiment=True Sentiment::markable_100500276::Sentiment=True Sentiment::markable_100500276::Sentiment=True case=nom|Source::markable_100500281::Source=True|Sentiment::markable_100500280::Sarcasm=false|Sentiment::markable_100500280::Sentiment=True|gender=fem|Sentiment::markable_100500280::Polarity=negative|Sentiment::markable_100500280::Intensity=medium|num=sg|Source::markable_100500281::Anaphref=empty EmoExpression::markable_100500282::EmoExpression=True|mood=ind|Sentiment::markable_100500280::Sentiment=True|pers=3|EmoExpression::markable_100500282::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::Intensity=medium case=acc|Target::markable_100500283::Preferred=true|EmoExpression::markable_100500322::Intensity=medium|Sentiment::markable_100500280::Sentiment=True|gender=fem|EmoExpression::markable_100500322::SubjectiveFact=false|EmoExpression::markable_100500322::EmoExpression=True|EmoExpression::markable_100500322::Polarity=negative|EmoExpression::markable_100500322::Uncertain=false|num=sg|EmoExpression::markable_100500322::Sarcasm=false|Target::markable_100500283::Anaphref=empty|Target::markable_100500283::Target=True _
379664473839394817	neutral	FDP nach dem Fiasko in Bayern : Alles für die Zweitstimme	FDP nach die Fiasko in Bayern : alle für die Zweitstimme	NE APPR ART NN APPR NE $. PIS APPR ART NN	14/-- 15/MO 18/NK 16/NK 18/MNR 19/NK 20/-- 15/NK 15/MO 25/NK 23/NK	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|gender=neut|EmoExpression::markable_100500239::EmoExpression=True|num=sg|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
375614028912934912	neutral	Netzlese : " Wahlen , Steuern , Fahrscheinautomaten - es ist ein Mythos , dass sich alles vereinfachen lässt " > > ...	Netzlese : " Wahl , Steuer , Fahrscheinautomat - es sein eine Mythos , dass sich alle vereinfachen lassen " > > ...	NN $. $( NN $, NN $, NN $( PPER VAFIN ART NN $, KOUS PRF PIS VVINF VVFIN $( $( $( $.	21/RE 12/-- 13/-- 12/SB 15/-- 15/CJ 17/-- 17/CJ 19/-- 22/SB 11/-- 24/NK 22/PD 24/-- 30/CP 29/OA 30/SB 30/OC 21/RE 30/-- 31/-- 32/-- 33/--	case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|EmoExpression::markable_100500323::EmoExpression=True|gender=masc|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=negative|num=sg _ _ case=acc|pers=3|num=sg case=nom|gender=neut|num=sg _ _ _ _ _ _
