369517901734096896	positive	Piraten bei puls4 ! gleich geht los %PosSmiley %Link	Pirat bei puls4 ! gleich gehen los %PosSmiley %Link	NN APPR CARD $. ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/SVP 7/NK 7/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
376949303513579520	positive	HBPO Marode Infrastruktur : Trittin will Lkw - Maut auf einige Landstrassen ausweiten : Wenn Lkw - Fahrer über Bundes ...	HBPO marode Infrastruktur : Trittin wollen Lkw - Maut auf einige Landstrasse ausweiten : wenn Lkw - Fahrer über Bund ...	NN ADJA NN $. NE VMFIN NN $( VVFIN APPR PIAT NN VVINF $. KOUS NN $( NN APPR NN $.	18/-- 21/NK 19/NK 21/-- 24/SB 21/RS 31/MO 25/-- 31/MO 31/MO 30/NK 28/NK 24/OC 31/-- 34/CP 21/PAR 34/-- 34/CJ 34/MNR 37/NK 38/--	case=nom|gender=neut|num=sg EmoExpression::markable_157::Uncertain=false|pos=True|Target::markable_156::Preferred=true|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::EmoExpression=True|case=nom|EmoExpression::markable_157::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_157::Polarity=negative|gender=neut|Target::markable_156::Anaphref=empty|Sentiment::markable_155::Intensity=medium|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True _ case=nom|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|*=True|Sentiment::markable_158::Intensity=medium|num=sg|Source::markable_159::Anaphref=empty|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive EmoExpression::markable_160::Sarcasm=false|mood=ind|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Target::markable_161::Target=True|num=sg|Target::markable_161::Anaphref=empty|Target::markable_161::Preferred=true|Sentiment::markable_158::Sentiment=True|gender=masc|*=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True pers=3|Target::markable_161::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ case=gen|gender=masc|num=sg _
352396694912122882	neutral	Beispielhafter Talk zur NSA - Affäre : Markus Lanz’ Wahlhilfe für die Piraten	beispielhaft Talk zu Nsa - Affäre : Markus Lanz’ Wahlhilfe für die Pirat	ADJA NN APPRART NE $( NN $. NE ADJA NN APPR ART NN	23/NK 21/-- 23/MNR 24/NK 25/-- 25/PAR 27/-- 31/SB 31/NK 27/SB 31/MNR 34/NK 32/NK	case=nom|EmoExpression::markable_164::Polarity=positive|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Target::markable_165::Anaphref=empty|gender=masc|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True Sentiment::markable_162::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
355994515368194049	positive	Exklusiv : CDU - Vizechefin Julia Klöckner spricht im %Link über ihr Engagement für Lesben und Schwule ....	exklusiv : CDU - Vizechefin Julia Klöckner sprechen in %Link über ihr Engagement für Lesbe und Schwule ....	ADJD $. NE $( NN NE NE VVFIN APPRART XY APPR PPOSAT NN APPR NN KON NN ADJA	21/MO 14/-- 21/SB 16/-- 16/CJ 20/PNC 18/NK 13/-- 21/MO 22/NK 21/OP 26/NK 24/NK 26/MNR 27/NK 28/CD 29/CJ 21/MO	pos=True _ case=nom|Source::markable_167::Source=True|gender=fem|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=positive|Source::markable_167::Anaphref=empty|Sentiment::markable_166::Intensity=medium Sentiment::markable_166::Sentiment=True|Source::markable_167::Source=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_166::Sentiment=True case=acc|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|gender=neut|EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Polarity=positive|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True case=acc|Target::markable_169::Target=True|num=pl|Target::markable_169::Preferred=true|Sentiment::markable_166::Sentiment=True|gender=masc|Target::markable_169::Anaphref=empty Sentiment::markable_166::Sentiment=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True
356406304748732416	positive	SPD - Chef : Gabriel erzählt seinen besten Gerhard - Schröder - Witz : SPD - Chef Sigmar Gabriel hält wenig von den " Pol ...	SPD - Chef : Gabriel erzählen sein gut Gerhard - Schröder - Witz : SPD - Chef Sigmar Gabriel halten wenige von die " Pol ...	NE $( NN $. NE VVFIN PPOSAT ADJA NE $( NE $( NN $. NE $( NN NE NE VVFIN PIS APPR ART $( NN $.	21/SB 19/-- 24/PD 21/-- 24/SB 18/-- 31/NK 31/NK 29/PNC 27/-- 31/AG 29/-- 24/OA 31/-- 31/MO 33/-- 38/SB 37/PNC 35/NK 31/PAR 38/OA 38/OP 43/NK 41/-- 40/NK 43/--	case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Target::markable_172::Target=True|Sentiment::markable_171::Intensity=strong|Target::markable_172::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Target::markable_172::Preferred=true case=dat|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|Target::markable_172::Target=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=strong|gender=neut|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|num=sg|sup=True|Sentiment::markable_171::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True case=nom|gender=masc|num=sg|Target::markable_172::Target=True|Sentiment::markable_171::Sentiment=True _ case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind *=True _ case=dat|*=True|num=pl _ case=dat|*=True|num=pl _
370568273198198784	negative	Na und ? Mein einem Brand - Anschlag zum Nazidatum zum Opfer gefallenes Haus findet der SPD - Bürgermeister LANGWEILIG	na und ? mein eine Brand - Anschlag zu Nazidatum zu Opfer gefallen Haus finden die SPD - Bürgermeister langweilig	ITJ KON $. PPOSAT ART NN $( NN APPRART NN APPRART NN ADJA NN VVFIN ART NE $( NN ADJD	26/NK 27/NK 28/CJ 8/NK 6/NK 8/DA 6/-- 13/SB 8/MNR 9/NK 10/MNR 11/NK 14/NK 15/OA 3/-- 17/NK 19/DA 17/-- 15/SB 15/MO	_ _ _ case=nom|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|gender=masc|Sentiment::markable_174::Intensity=medium|num=sg|Target::markable_177::Anaphref=empty|Sentiment::markable_174::Sarcasm=false|Target::markable_177::Preferred=true case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=nom|EmoExpression::markable_10409141::EmoExpression=True|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|EmoExpression::markable_10409141::SubjectiveFact=false|gender=masc|num=sg|EmoExpression::markable_10409141::Intensity=medium|EmoExpression::markable_10409141::Sarcasm=false|EmoExpression::markable_10409141::Uncertain=false|EmoExpression::markable_10409141::Polarity=negative EmoExpression::markable_10409141::EmoExpression=True|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=nom|EmoExpression::markable_10409141::EmoExpression=True|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=masc case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=acc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=neut|pos=True case=acc|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_174::Sentiment=True case=dat|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Anaphref=empty|gender=fem|Source::markable_175::Source=True case=dat|gender=fem|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True Source::markable_175::Source=True|Sentiment::markable_174::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=negative|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True
378910342698381313	negative	für afd - war d eh nie neutral wg spd. können aber nichts mehr meckern , wahlradar chef afd mitgl. statement lucke unentschuldbar !	für afd - sein d eh nie neutral wg spd. können aber nichts mehr meckern , wahlradar Chef afd Mitgl. <UNKNOWN> lucke unentschuldbar !	APPR ADJA $( VAFIN ADJD ADV ADV ADJD NE NE VMFIN ADV PIS ADV VVINF $, ADJA NN ADJA NN ADJD ADJD ADJD $.	35/MO 21/NK 22/-- 20/-- 24/MO 24/MO 28/MO 24/PD 30/PNC 31/SB 24/CJ 31/MO 35/OA 33/MO 31/OC 35/-- 38/NK 24/CJ 40/NK 38/AG 42/MO 43/MO 24/PD 43/--	_ case=acc|*=True|num=pl|pers=1 _ pers=3|num=sg|tense=past|mood=ind _ _ _ pos=True case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind _ gender=neut|*=True _ EmoExpression::markable_10409142::EmoExpression=True|EmoExpression::markable_10409142::SubjectiveFact=false|EmoExpression::markable_10409142::Intensity=medium|EmoExpression::markable_10409142::Polarity=negative|EmoExpression::markable_10409142::Uncertain=false|EmoExpression::markable_10409142::Sarcasm=false _ case=nom|gender=masc|num=sg|pos=True case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=negative|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=medium pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=past|mood=ind|Target::markable_180::Target=True Target::markable_180::Target=True|Sentiment::markable_179::Sentiment=True|*=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True|pos=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True EmoExpression::markable_181::Intensity=medium|EmoExpression::markable_181::Polarity=negative|EmoExpression::markable_181::Uncertain=false|pos=True|Sentiment::markable_179::Sentiment=True|EmoExpression::markable_181::SubjectiveFact=false|EmoExpression::markable_181::Sarcasm=false|EmoExpression::markable_181::EmoExpression=True Sentiment::markable_179::Sentiment=True
380884166185082881	neutral	Klasse Aktion " Linie150 schön war ' ' s im Saarland ! Auf nach Stuttgart btw13 cdu + mut ...	Klasse Aktion " Linie150 schön sein ' ' s in Saarland ! auf nach Stuttgart btw13 cdu + mut ...	NN NN $( CARD ADJD VAFIN $( $( NN APPRART NE $. APPR APPR NE CARD NN KON NE $.	30/SB 25/NK 26/-- 25/PAR 30/PD 24/-- 33/-- 31/-- 30/SB 33/MNR 34/NK 35/-- 12/-- 17/MO 14/NK 17/NK 13/NK 17/CD 18/CJ 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=dat|gender=neut|num=sg _ _ _ _ _
352373065386180609	neutral	" Von den Piraten hört man ja nichts . " - Wir sitzen hier in einer Pressekonferenz . Wer ist nicht da ? Die Presse . Gut machen sie ...	" von die Pirat hören man ja nichts . " - wir sitzen hier in eine Pressekonferenz . wer sein nicht da ? die Presse . gut machen sie ...	$( APPR ART NN VVFIN PIS ADV PIS $. $( $( PPER VVFIN ADV APPR ART NN $. PWS VAFIN PTKNEG PTKVZ $. ART NN $. ADJD VVFIN PPER $.	22/-- 25/MO 24/NK 22/NK 20/-- 25/SB 25/MO 25/OA 28/-- 29/-- 12/-- 13/SB 10/-- 13/MO 13/MO 17/NK 15/NK 17/-- 20/SB 18/-- 20/NG 20/SVP 22/-- 25/NK 23/-- 25/-- 28/MO 26/-- 28/SB 29/--	_ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ gender=neut|*=True _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_10409151::SubjectiveFact=false|EmoExpression::markable_10409151::Uncertain=false|EmoExpression::markable_10409151::Sarcasm=false|EmoExpression::markable_10409151::EmoExpression=True|EmoExpression::markable_10409151::Polarity=positive|EmoExpression::markable_10409151::Intensity=medium|pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _
381839093262319617	negative	Diese Wahlen von heute sind einfach nicht mehr repräsentativ . btw13 hundertplusx	dies Wahl von heute sein einfach nicht mehr repräsentativ . btw13 hundertplusx	PDAT NN APPR ADV VAFIN ADJD PTKNEG ADV ADJD $. CARD ADJA	32/NK 35/SB 32/MNR 33/NK 30/-- 35/MO 35/NG 37/MO 35/PD 39/-- 42/NK 35/MO	case=nom|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=pl|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True pers=3|Sentiment::markable_182::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_182::Sentiment=True|pos=True Sentiment::markable_182::Sentiment=True|Negation::markable_186::Negation=True|Negation::markable_186::EmoExpressionRef=emo-expression:markable_184 Intensifier::markable_185::Intensifier=True|Sentiment::markable_182::Sentiment=True|Intensifier::markable_185::Degree=medium|Intensifier::markable_185::EmoExpressionRef=emo-expression:markable_184 EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Uncertain=false|pos=True|EmoExpression::markable_184::Polarity=positive|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::EmoExpression=True|EmoExpression::markable_184::Intensity=medium _ _ case=acc|gender=masc|num=pl|pers=2
375576087998513152	positive	Aktuelle Stunde : Realitätsverlust oder Naivität ? - CDU auf Abwegen	aktuell Stunde : Realitätsverlust oder Naivität ? - CDU auf Abweg	ADJA NN $. NN KON NN $. $( NE APPR NN	14/NK 12/-- 14/-- 14/SB 16/CD 17/CJ 18/-- 9/-- 7/-- 9/MO 10/NK	case=nom|Sentiment::markable_187::Intensity=medium|gender=fem|Sentiment::markable_187::Sarcasm=false|pos=True|Sentiment::markable_187::Sentiment=True|num=sg|Sentiment::markable_187::Polarity=positive case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg Sentiment::markable_187::Sentiment=True case=nom|EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|gender=masc|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_189::Intensity=medium Sentiment::markable_187::Sentiment=True case=nom|EmoExpression::markable_190::Polarity=negative|EmoExpression::markable_190::Intensity=medium|gender=fem|EmoExpression::markable_190::Uncertain=false|EmoExpression::markable_190::Sarcasm=false|EmoExpression::markable_190::SubjectiveFact=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_190::EmoExpression=True Sentiment::markable_187::Sentiment=True Sentiment::markable_187::Sentiment=True case=nom|Sentiment::markable_187::Sentiment=True|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=fem|Target::markable_188::Anaphref=empty Sentiment::markable_187::Sentiment=True case=acc|gender=masc|Sentiment::markable_187::Sentiment=True|num=sg
381816912143196160	neutral	Ich habe es jetzt begriffen . Man braucht gar kein Wahlprogramm . Man muss den Leuten nur ordentlich Angst einjagen .	ich haben es jetzt begreifen . man brauchen gar keine Wahlprogramm . man müssen die Leute nur ordentlich Angst einjagen .	PPER VAFIN PPER ADV VVPP $. PIS VVFIN ADV PIAT NN $. PIS VMFIN ART NN ADV ADJD NN VVINF $.	13/SB 11/-- 16/OA 16/MO 13/OC 16/-- 8/SB 6/-- 10/MO 11/NK 8/OA 11/-- 14/SB 12/-- 16/NK 20/OA 20/MO 20/MO 20/OA 14/OC 20/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pos=True case=acc|EmoExpression::markable_191::Sarcasm=false|EmoExpression::markable_191::Polarity=negative|gender=fem|EmoExpression::markable_191::Intensity=medium|num=sg|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True EmoExpression::markable_191::EmoExpression=True _
376752366718320640	neutral	Kämpferischer Auftakt in die heisse Wahlkampfphase . Wir kämpfen um jede Stimme für die Union ! wka13 btw13 CDU + ...	kämpferisch Auftakt in die heiß Wahlkampfphase . wir kämpfen um jede Stimme für die Union ! wka13 btw13 CDU + ...	ADJA NN APPR ART ADJA NN $. PPER VVFIN APPR PIAT NN APPR ART NN $. CARD NN NE KON $.	23/NK 21/-- 23/MNR 27/NK 27/NK 24/NK 27/-- 9/SB 7/-- 9/OP 12/NK 10/NK 12/MNR 15/NK 13/NK 15/-- 18/NK 16/-- 18/NK 18/CD 20/CJ	case=nom|Target::markable_194::Anaphref=empty|EmoExpression::markable_195::Polarity=positive|EmoExpression::markable_195::Sarcasm=false|EmoExpression::markable_195::SubjectiveFact=false|gender=masc|pos=True|Sentiment::markable_192::Sentiment=True|Target::markable_194::Preferred=true|num=sg|EmoExpression::markable_195::Uncertain=false|EmoExpression::markable_195::EmoExpression=True|Target::markable_194::Target=True|EmoExpression::markable_195::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_192::Sentiment=True Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_192::Sentiment=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
381926060021276672	negative	Das vorläufige amtliche Endergebnis der btw13 ist da . Union braucht SPD oder Grüne , FDP und Afd scheitern ....	die vorläufig amtlich Endergebnis die btw13 sein da . Union brauchen SPD oder Grüne , FDP und Afd scheitern ....	ART ADJA ADJA NN ART NN VAFIN ADV $. NE VVFIN NE KON NN $, NE KON NE VVFIN ADJA	25/NK 25/NK 25/NK 28/SB 27/NK 25/AG 21/-- 28/MO 29/-- 11/SB 9/-- 11/OA 12/CD 13/CJ 14/-- 14/CJ 16/CD 17/CJ 11/OC 19/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=dat|Sentiment::markable_196::Polarity=negative|gender=fem|Sentiment::markable_196::Sentiment=True|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Intensity=medium|num=sg|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=dat|num=sg|Target::markable_198::Anaphref=empty|Target::markable_198::Target=True|Target::markable_198::Preferred=true|Sentiment::markable_196::Sentiment=True|*=True _ case=dat|*=True|num=sg
384165960812228608	neutral	Regierungsbildung : Angela Merkels grösster Fehler : Der Siegesrausch verfliegt : Union und FDP waschen schmutzige ...	Regierungsbildung : Angela Merkel groß Fehler : die Siegesrausch verfliegen : Union und FDP waschen schmutzig ...	NN $. NE NE ADJA NN $. ART NN VVFIN $. NE KON NE VVFIN ADJA $.	30/PD 21/-- 24/PNC 26/AG 26/NK 30/CJ 26/-- 29/NK 30/SB 20/-- 30/-- 35/SB 32/CD 33/CJ 30/OC 35/OA 36/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|Intensifier::markable_201::EmoExpressionRef=emo-expression:markable_200|num=sg|sup=True|gender=masc|Intensifier::markable_201::Degree=medium|Intensifier::markable_201::Intensifier=True case=nom|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=masc|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=false|num=sg|EmoExpression::markable_200::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True _
379625582851817472	neutral	Mich würde im übrigen mal interessieren , wie das Wahlergebnis aussähe , wenn die Zweitstimme nur nach Programm ohne Parte ...	ich werden in übrig mal interessieren , wie die Wahlergebnis aussehen , wenn die Zweitstimme nur nach Programm ohne Parte ...	PPER VAFIN APPRART ADJA ADV VVINF $, KOUS ART NN VVFIN $, KOUS ART NN ADV APPR NN APPR NN $.	19/SB 17/-- 23/MO 20/NK 23/MO 19/OC 23/-- 28/CP 27/NK 28/SB 23/MO 28/-- 28/CM 32/NK 28/OA 34/MO 28/MO 34/NK 35/MNR 36/NK 37/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=subj _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ case=acc|gender=fem|num=sg _
