311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 8/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311926214141030400	negative	Habe Angst vor franziskus " Gotteskrieg " gegen Gleichberechtigung der Homosexuellen dieser Welt ! papst bergoglio	haben Angst vor franziskus " Gotteskrieg " gegen Gleichberechtigung die Homosexuelle dies Welt ! Papst bergoglio	VAFIN NN APPR ADJA $( NN $( APPR NN ART NN PDAT NN $. NN NE	27/-- 28/SB 29/MNR 33/NK 31/-- 30/NK 33/-- 33/MNR 35/NK 38/NK 36/AG 40/NK 33/AG 40/-- 14/-- 15/NK	case=nom|Sentiment::markable_126::Polarity=negative|num=sg|Sentiment::markable_126::Sentiment=True|Sentiment::markable_126::Sarcasm=false|Sentiment::markable_126::Intensity=medium|gender=fem case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Sarcasm=false|gender=fem|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|num=sg|EmoExpression::markable_127::Polarity=negative|EmoExpression::markable_127::Uncertain=false|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True case=nom|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_10408088::SubjectiveFact=true|gender=masc|EmoExpression::markable_10408088::Uncertain=false|num=sg|EmoExpression::markable_10408088::Intensity=medium|Target::markable_128::Target=True|EmoExpression::markable_10408088::Sarcasm=false|EmoExpression::markable_10408088::EmoExpression=True|EmoExpression::markable_10408088::Polarity=negative Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_126::Sentiment=True case=acc|EmoExpression::markable_10408087::Polarity=positive|Sentiment::markable_126::Sentiment=True|gender=fem|num=sg|Target::markable_128::Target=True|EmoExpression::markable_10408087::EmoExpression=True|EmoExpression::markable_10408087::SubjectiveFact=false|EmoExpression::markable_10408087::Intensity=medium|EmoExpression::markable_10408087::Sarcasm=false|EmoExpression::markable_10408087::Uncertain=false case=gen|gender=fem|num=pl|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=pl|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True Sentiment::markable_126::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311920744298852352	neutral	Also Ratzinger hat sich damals mehr gefreut .. Jorge is so kalt o. O papst	also Ratzinger haben sich damals mehr freuen .. Jorge is so kalt oder O papst	ADV NN VAFIN PRF ADV ADV VVPP NN NE NE ADV ADJD APPRART NN ADJA	18/MO 19/SB 16/-- 23/OA 23/MO 23/MO 19/OC 23/OA 10/PNC 15/DA 12/MO 15/MO 15/MO 13/NK 8/--	_ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|EmoExpression::markable_129::Polarity=positive|pers=3|num=sg|EmoExpression::markable_129::SubjectiveFact=false _ _ EmoExpression::markable_129::EmoExpression=True gender=masc|*=True|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ EmoExpression::markable_10408089::Uncertain=false|EmoExpression::markable_10408089::Polarity=negative|EmoExpression::markable_10408089::EmoExpression=True|EmoExpression::markable_10408089::Sarcasm=false|EmoExpression::markable_10408089::Intensity=medium|pos=True|EmoExpression::markable_10408089::SubjectiveFact=false _ *=True pers=2|num=sg|tense=pres|mood=ind
311912387387219971	neutral	BITTE , srf ! das gelaber interessiert niemanden - alles was man über den neuen papst wissen muss ist , dass er existiert &amp; wie er heisst .	bitten , srf ! die Gelaber interessieren niemand - alle was man über die neu Papst wissen müssen sein , dass er existiert &amp; wie er heißen .	VVFIN $, VVFIN $. ART NN VVFIN PIS $( PIAT PRELS PIS APPR ART ADJA NN VVINF VMFIN VAFIN $, KOUS PPER ADJD $( KOUS PPER VVFIN $.	18/MO 16/-- 15/-- 18/-- 6/NK 7/SB 4/-- 7/OA 8/-- 7/OA 19/PD 18/SB 17/OP 16/NK 16/NK 13/NK 18/OC 6/RC 7/SB 19/-- 27/CP 27/SB 27/PD 23/-- 27/CP 27/SB 17/OC 27/--	_ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|gender=neut|EmoExpression::markable_130::EmoExpression=True|EmoExpression::markable_130::Intensity=medium|num=sg|EmoExpression::markable_130::Polarity=negative|EmoExpression::markable_130::Uncertain=false mood=ind|EmoExpression::markable_131::EmoExpression=True|pers=3|EmoExpression::markable_131::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_131::Polarity=positive|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Intensity=medium case=acc|gender=masc|num=sg|Negation::markable_132::Negation=True|Negation::markable_132::EmoExpressionRef=emo-expression:markable_131 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
311922287802732544	neutral	Papst hin oder her besser macht er diese Welt nicht !	Papst hin oder her gut machen er dies Welt nicht !	NN PTKVZ KON ADV ADJD VVFIN PPER PDAT NN PTKNEG $.	30/NK 34/MO 30/CD 33/MO 31/CJ 28/-- 34/SB 37/NK 34/OA 34/NG 38/--	case=nom|gender=masc|num=sg _ _ _ EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::Polarity=positive|comp=True|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
311930778978234370	neutral	Papst Glückwunsch an Papst Franziskus . Ich hoffe sehr , dass die kath Kirche die Stärke findet , um Missstände konseq ...	Papst Glückwunsch an Papst Franziskus . ich hoffen sehr , dass die kath Kirche die Stärke finden , um Missstand konseq ...	NN NN APPR NN NE $. PPER VVFIN ADV $, KOUS ART ADJA NN ART NN VVFIN $, KOUI NN NE $.	11/-- 12/NK 12/MNR 14/NK 15/NK 16/-- 8/SB 6/-- 19/MO 9/-- 17/CP 14/NK 14/NK 17/SB 16/NK 17/OA 9/MNR 17/-- 8/OP 19/NK 20/NK 21/--	case=nom|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg case=nom|gender=masc|EmoExpression::markable_137::EmoExpression=True|EmoExpression::markable_137::Intensity=medium|num=sg|EmoExpression::markable_137::Sarcasm=false|EmoExpression::markable_137::Uncertain=false|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_137::Polarity=positive|EmoExpression::markable_137::SubjectiveFact=false Sentiment::markable_134::Sentiment=True case=nom|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_138::Target=True case=nom|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_138::Target=True Sentiment::markable_134::Sentiment=True case=nom|*=True|num=sg|pers=1 mood=ind|EmoExpression::markable_139::Intensity=medium|pers=1|num=sg|tense=pres|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|EmoExpression::markable_10408090::SubjectiveFact=false|num=pl|EmoExpression::markable_10408090::Polarity=negative|EmoExpression::markable_10408090::Intensity=medium|EmoExpression::markable_10408090::Sarcasm=false|EmoExpression::markable_10408090::Uncertain=false|EmoExpression::markable_10408090::EmoExpression=True case=nom|*=True|num=sg _
311922638895333376	neutral	Ganz ehrlich , Sch **** auf den Papst ...	ganz ehrlich , Sch **** auf die Papst ...	ADV ADJD $, ADJA NN APPR ART NN $.	24/MO 27/MO 24/-- 27/NK 22/-- 27/MNR 30/NK 28/NK 30/--	Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|pos=True Sentiment::markable_140::Sentiment=True case=acc|EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_142::SubjectiveFact=false|Sentiment::markable_140::Sentiment=True|num=sg|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=strong case=acc|gender=masc|EmoExpression::markable_142::EmoExpression=True|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True case=acc|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_140::Sentiment=True|gender=masc|Target::markable_143::Target=True|Target::markable_143::Preferred=true case=acc|gender=masc|num=sg|Target::markable_143::Target=True|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True
312191602779099136	neutral	Liebe Medien , die hiesige Ration Papst in nun aufgebraucht . ( Nein , keine Ausnahme für Ostern %PosSmiley	Liebe Medium , die hiesig Ration Papst in nun aufbrauchen . ( nein , keine Ausnahme für Ostern %PosSmiley	NN NN $, ART ADJA NN NN APPR ADV VVPP $. $( PTKANT $, PIAT NN APPR NN ITJ	9/-- 10/NK 11/-- 15/NK 15/NK 10/CJ 15/NK 19/MO 17/NK 10/OC 19/-- 13/-- 16/MO 13/-- 16/NK 11/-- 16/MNR 17/NK 18/NK	case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=neut|EmoExpression::markable_144::SubjectiveFact=false|num=pl|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311791352688025600	neutral	Kommt jetzt ernsthaft jedes Mal eine Eilmeldung , wenn KEIN neuer Papst gefunden wurde ? papst konklave	kommen jetzt ernsthaft jede Mal eine Eilmeldung , wenn keine neu Papst finden werden ? papst Konklave	VVFIN ADV ADJD PIAT NN ART NN $, KOUS PIAT ADJA NN VVPP VAFIN $. ADJA NN	19/-- 20/MO 20/MO 24/NK 32/MO 26/NK 20/SB 26/-- 33/CP 31/NK 31/NK 33/SB 33/OC 20/MO 33/-- 17/NK 15/--	pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_10408091::Sarcasm=false|EmoExpression::markable_10408091::Polarity=negative|EmoExpression::markable_10408091::EmoExpression=True|EmoExpression::markable_10408091::Intensity=medium|EmoExpression::markable_10408091::Uncertain=false|EmoExpression::markable_10408091::SubjectiveFact=false pos=True|EmoExpression::markable_10408091::EmoExpression=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=pl
311924289970511872	positive	Papst ? Ähm nee ... Auf geht ' s Arsenal kämpfen und siegen ! Leider ohne Poldi %NegSmiley	Papst ? Ähm nee ... auf gehen ' s Arsenal kämpfen und siegen ! leider ohne Poldi %NegSmiley	NN $. ADJD ADJD $. ADV VVFIN $( NN NN VVINF KON VVFIN $. ADV APPR NE ITJ	17/-- 18/-- 4/MO 2/-- 4/-- 7/MO 5/-- 7/-- 11/MO 9/NK 7/OC 7/CD 12/CJ 13/-- 16/MO 14/-- 16/NK 16/MO	case=nom|gender=masc|num=sg _ pos=True _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ _ EmoExpression::markable_10408093::SubjectiveFact=false|EmoExpression::markable_10408093::Uncertain=false|EmoExpression::markable_10408093::Sarcasm=false|EmoExpression::markable_10408093::EmoExpression=True|EmoExpression::markable_10408093::Polarity=positive|EmoExpression::markable_10408093::Intensity=medium _ Sentiment::markable_146::Polarity=positive|Sentiment::markable_146::Sarcasm=false|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Sentiment::markable_146::Intensity=medium|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_147::EmoExpression=True Target::markable_148::Preferred=true|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True|Target::markable_148::Anaphref=empty case=dat|*=True|Sentiment::markable_146::Sentiment=True|num=sg|Target::markable_148::Target=True EmoExpression::markable_145::SubjectiveFact=false|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_145::Polarity=negative|EmoExpression::markable_145::Sarcasm=false|EmoExpression::markable_145::Uncertain=false|EmoExpression::markable_145::EmoExpression=True|EmoExpression::markable_145::Intensity=medium
312104795722891264	neutral	Tja liebe Falkland Inseln , das wäre eure Chance gewesen Papst zu werden .	Tja lieb Falkland Insel , die sein euer Chance sein Papst zu werden .	NE ADJA NN NN $, PDS VAFIN PPOSAT NN VAPP NN PTKZU VAINF $.	21/NK 21/NK 18/-- 21/NK 22/-- 25/SB 18/-- 27/NK 28/PD 25/OC 31/PD 31/PM 22/RC 31/--	case=nom|*=True|num=sg case=nom|EmoExpression::markable_10408094::Polarity=positive|*=True|num=sg|EmoExpression::markable_10408094::EmoExpression=True|EmoExpression::markable_10408094::SubjectiveFact=false|EmoExpression::markable_10408094::Intensity=medium|EmoExpression::markable_10408094::Sarcasm=false|EmoExpression::markable_10408094::Uncertain=false case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _ _
311935591828844544	positive	das schöne an dem neuen Papst ist , dass die Chancen sehr gut stehen , dass wir nochmal eine Papstwahl miterleben dürfen . amen	die schön an die neu Papst sein , dass die Chance sehr gut stehen , dass wir nochmal eine Papstwahl miterleben dürfen . amen	ART ADJA APPR ART ADJA NN VAFIN $, KOUS ART NN ADV ADJD VVFIN $, KOUS PPER ADV ART NN VVINF VMINF $. ADV	16/NK 21/PD 16/MNR 20/NK 20/NK 17/NK 14/-- 21/-- 28/CP 25/NK 28/SB 27/MO 28/MO 21/MO 28/-- 36/CP 36/SB 36/MO 34/NK 35/OA 36/OC 28/MO 36/-- 36/MO	case=nom|Sentiment::markable_149::Sentiment=True|num=sg|Sentiment::markable_149::Sarcasm=false|gender=neut|Sentiment::markable_149::Intensity=medium|Sentiment::markable_149::Polarity=positive case=nom|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_149::Sentiment=True|gender=neut|EmoExpression::markable_150::Intensity=medium|pos=True|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=positive|num=sg Sentiment::markable_149::Sentiment=True case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|pos=True case=dat|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=pl case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=pl Sentiment::markable_149::Sentiment=True EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|EmoExpression::markable_152::Sarcasm=false|pos=True|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Uncertain=false pers=1|Sentiment::markable_149::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True case=nom|Sentiment::markable_149::Sentiment=True|Target::markable_151::Target=True|*=True|pers=1|Target::markable_151::Anaphref=empty|Target::markable_151::Preferred=true|num=pl Target::markable_151::Target=True|Sentiment::markable_149::Sentiment=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_151::Target=True case=acc|gender=fem|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_151::Target=True Target::markable_151::Target=True|Sentiment::markable_149::Sentiment=True pers=3|Sentiment::markable_149::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_151::Target=True Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True
311919495755210752	neutral	Die Katholiban haben einen neuen Papst ? Na dann - öhm - herzlichen Glückwunsch ! ( ? )	die Katholiban haben eine neu Papst ? na dann - öhm - herzlich Glückwunsch ! ( ? )	ART NN VAFIN ART ADJA NN $. ITJ ADV $( NE $( ADJA NN $. $( $. $(	26/NK 27/OA 24/-- 30/NK 30/NK 27/OA 30/-- 9/DM 11/NK 9/-- 7/-- 11/-- 14/NK 11/OA 14/-- 17/-- 15/-- 17/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ pos=True _ case=acc|EmoExpression::markable_10408095::Polarity=positive|EmoExpression::markable_10408095::EmoExpression=True|EmoExpression::markable_10408095::Sarcasm=true|gender=masc|EmoExpression::markable_10408095::SubjectiveFact=false|pos=True|EmoExpression::markable_10408095::Uncertain=false|num=sg|EmoExpression::markable_10408095::Intensity=medium case=acc|gender=masc|EmoExpression::markable_10408095::EmoExpression=True|num=sg _ _ _ _
312121658049703936	neutral	Klasse ! Um 20  Uhr stand der neue Papst fest . Wir haben Feature , Leitartikel , Aufmacher und regionale Stimmen im Blatt . Super Arbeit Kollegen	Klasse ! um @card@ Uhr stehen die neu Papst fest . wir haben Feature , Leitartikel , Aufmacher und regional Stimme|Stimmen in Blatt . Super Arbeit Kollege	NN $. APPR CARD NN VVFIN ART ADJA NN PTKVZ $. PPER VAFIN NN $, NN $, NN KON ADJA NN APPRART NN $. NN NN NN	18/-- 19/-- 6/MO 5/NK 3/NK 2/-- 9/NK 9/NK 6/SB 6/SVP 10/-- 13/SB 11/-- 13/OA 14/-- 14/CJ 16/-- 16/CJ 18/CD 21/NK 19/CJ 21/MNR 22/NK 23/-- 24/-- 25/NK 25/PD	case=nom|EmoExpression::markable_10408096::Polarity=positive|EmoExpression::markable_10408096::Intensity=medium|gender=masc|EmoExpression::markable_10408096::EmoExpression=True|EmoExpression::markable_10408096::Sarcasm=false|EmoExpression::markable_10408096::SubjectiveFact=false|num=pl|EmoExpression::markable_10408096::Uncertain=false _ _ _ gender=fem|*=True pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=pl
312080658170265600	neutral	Papst Franziskus : Der Bischof von Magdeburg , Feige , sagte , die Namenswahl zeuge von Bescheidenheit .	Papst Franziskus : die Bischof von Magdeburg , Feige , sagen , die Namenswahl zeugen von Bescheidenheit .	NN NE $. ART NN APPR NE $, NN $, VVFIN $, ART NN VVFIN APPR NN $.	38/SB 28/NK 29/-- 32/NK 28/PAR 32/PG 33/NK 34/-- 32/PAR 36/-- 27/-- 38/-- 41/NK 42/SB 38/OC 42/MO 43/NK 44/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Uncertain=false|gender=fem|EmoExpression::markable_153::Polarity=negative|num=sg|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=dat|gender=fem|num=sg _
311914313378054144	neutral	Fand die Möve eh besser als den Papst. konklave	finden die Möve eh gut als die Papst. Konklave	VVFIN ART NN ADV ADJD KOKOM ART NN NN	18/-- 21/NK 19/SB 23/MO 19/MO 26/CM 26/NK 23/CC 26/NK	Sentiment::markable_154::Polarity=comparison|Sentiment::markable_154::Sentiment=True|mood=ind|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false|pers=3|num=sg|tense=past case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Preferred=true|gender=fem|Target::markable_155::Anaphref=empty|Target::markable_155::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True Sentiment::markable_154::Sentiment=True EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_157::Polarity=positive|comp=True|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True Sentiment::markable_154::Sentiment=True case=acc|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=masc|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=false case=acc|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True case=nom|gender=neut|num=pl
