319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss . Lange genug hat er sich gewehrt %PosSmiley	jetzt geben ich Player 6 die Todesstoß . lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
323918794915475456	negative	Beginnen Sie einfach mit einem , " kalten Entzug " der falschen Lebensmittel und Gewohnheiten .	beginnen Sie einfach mit eine , " kalt Entzug " die falsch Lebensmittel und Gewohnheit .	VVFIN PPER ADJD APPR ART $, $( ADJA NN $( ART ADJA NN KON NN $.	18/-- 19/SB 19/MO 19/MO 27/NK 23/-- 24/-- 27/NK 22/NK 27/-- 31/NK 31/NK 27/AG 31/CD 32/CJ 33/--	pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True _ case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=gen|Sentiment::markable_137::Sarcasm=false|num=pl|Sentiment::markable_137::Polarity=negative|gender=fem|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True case=gen|EmoExpression::markable_139::Intensity=medium|gender=fem|pos=True|Sentiment::markable_137::Sentiment=True|num=pl|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative case=gen|Target::markable_138::Anaphref=empty|num=pl|Target::markable_138::Preferred=true|gender=fem|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=pl|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True _
328628433292771329	neutral	Für den Euro mussten die Banken gerettet werden . Kein Euro , keine Bankenrettung , keine Einmischung in die griechische Politik .	für die Euro müssen die Bank retten werden . keine Euro , keine Bankenrettung , keine Einmischung in die griechisch Politik .	APPR ART NN VMFIN ART NN VVPP VAINF $. PIAT NN $, PIAT NN $, PIAT NN APPR ART ADJA NN $.	23/MO 19/NK 17/NK 16/-- 22/NK 20/SB 24/OC 20/OC 24/-- 11/NK 9/-- 11/-- 14/NK 11/CJ 14/-- 17/NK 14/CJ 17/MNR 21/NK 21/NK 18/NK 21/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
324258207981785089	positive	genau auf den wollte ich hinaus %PosSmiley	genau auf die wollen ich hinaus %PosSmiley	ADJD APPR ART VMFIN PPER PTKVZ ITJ	24/MO 26/MO 24/NK 22/-- 26/SB 26/MO 28/NK	pos=True _ case=acc|gender=masc|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_140::Polarity=positive|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|EmoExpression::markable_140::Intensity=medium|EmoExpression::markable_140::EmoExpression=True
326269461000769536	neutral	Sehe ich das richtig dass Schäuble gerade dazu aufruft die Konten leerzuräumen solange noch etwas drauf ist ? %Link ESM	sehen ich die richtig dass Schäuble gerade dazu aufrufen die Konto leerräumen solange noch etwas drauf sein ? %Link ESM	VVFIN PPER PDS PTKVZ KOUS NE ADV PAV VVFIN ART NN VVIZU KOUS ADV PIS PAV VAFIN $. XY NE	7/-- 8/SB 8/OA 8/MO 24/CP 24/SB 19/MO 19/NK 19/MO 18/NK 19/OA 24/OC 24/CP 22/MO 24/PD 22/NK 8/MO 24/-- 18/-- 18/--	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ gender=neut|*=True _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
326695161553903616	positive	Magst du lieber Obst oder Gemüse ? - Obst %PosSmiley	mögen du lieb Obst oder Gemüse ? - Obst %PosSmiley	VVFIN PPER ADJD NN KON NN $. $( NN ITJ	20/-- 21/SB 21/MO 21/OA 24/CD 25/CJ 26/-- 9/-- 7/-- 9/NK	pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|Sentiment::markable_141::Polarity=positive|gender=masc|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True case=nom|gender=masc|num=sg
320950022810267648	negative	Ein Moment . Eine Unehrlichkeit . Ein Abend . Wenn du wüsstest , was du damit angerichtet hättest ... hättest du es dann gemacht ?	eine Moment . eine Unehrlichkeit . eine Abend . wenn du wissen , was du damit anrichten haben ... haben du es dann machen ?	ART NN $. ART NN $. ART NN $. KOUS PPER VVFIN $, PRELS PPER PAV VVPP VAFIN $. VAFIN PPER PPER ADV VVPP $.	12/NK 10/-- 12/-- 5/NK 3/-- 5/-- 8/NK 6/-- 8/-- 12/CP 12/SB 9/-- 12/-- 17/OA 18/SB 11/NK 18/OC 12/OC 18/-- 19/-- 20/SB 24/OA 24/MO 20/OC 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500238::Intensity=medium|EmoExpression::markable_100500238::Sarcasm=false|gender=fem|EmoExpression::markable_100500238::Polarity=negative|num=sg|EmoExpression::markable_100500238::EmoExpression=True|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 _ _ _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg|pers=3 _ _ _
323716749658828801	negative	Die süddeutsche Hitze ist für mich wirklich mehr als ungeeignet	die süddeutsch Hitze sein für ich wirklich mehr als ungeeignet	ART ADJA NN VAFIN APPR PRF ADJD ADV KOKOM ADJD	28/NK 28/NK 29/SB 25/-- 29/MO 30/NK 30/MO 30/MO 35/CM 33/CC	case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=fem|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True case=nom|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_144::Sentiment=True|Source::markable_146::Anaphref=empty|*=True|Source::markable_146::Source=True pos=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_148::EmoExpressionRef=emo-expression:markable_147|*=True|Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Degree=medium|Intensifier::markable_148::Intensifier=True Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Intensifier=True EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True|Sentiment::markable_144::Sentiment=True
323399733727068160	negative	Ganz ehrlich : Einen Boy Directioner zu finden ist genauso schwer wie ein Einhorn zu finden . Mr es . Storan ♥	ganz ehrlich : eine Boy Directioner zu finden sein genauso schwer wie eine Einhorn zu finden . Mr es . Storan ♥	ADV ADJD $. ART NN NN PTKZU VVINF VAFIN ADV ADJD KOKOM ART NN PTKZU VVINF $. VVFIN PPER $. ADJA ADJA	12/MO 18/MO 12/-- 15/NK 18/OA 15/NK 18/PM 19/OC 10/-- 21/MO 26/MO 24/CM 24/NK 20/CC 26/PM 19/OC 26/-- 17/-- 18/SB 19/-- 20/-- 21/MO	_ pos=True _ case=acc|Sentiment::markable_149::Sentiment=True|gender=masc|Sentiment::markable_149::Polarity=negative|Target::markable_150::Preferred=true|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_149::Sarcasm=false|Sentiment::markable_149::Intensity=medium|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|pos=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::Intensity=medium EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True _ case=nom|gender=neut|num=sg|pers=3 _ _ EmoExpression::markable_153::Polarity=positive|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Intensity=medium|EmoExpression::markable_153::EmoExpression=True
325905309132521473	neutral	dann wird es Zeit , dass du mal gross wirst ...	dann werden es Zeit , dass du mal groß werden ...	ADV VAFIN PPER NN $, KOUS PPER ADV ADJD VAFIN $.	24/MO 22/-- 24/EP 24/PD 26/-- 32/CP 32/SB 32/MO 32/PD 24/MO 32/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=2 _ pos=True _ _
325236369872015360	neutral	hehe %PosSmiley 🎶🎶🎤 ich kam gestern erst spät aus Hannover zurück ... viel Spass 🎉🍻🍻🍼	hehe %PosSmiley 🎶🎶🎤 ich kommen gestern erst spät aus Hannover zurück ... viele Spaß 🎉🍻🍻🍼	NN ITJ ADJD PPER VVFIN ADV ADV ADJD APPR NE PTKVZ $. PIAT NN ADJA	14/MO 14/DM 16/SVP 16/SB 11/-- 16/MO 19/MO 16/MO 16/MO 20/NK 16/SVP 22/-- 14/NK 15/OA 12/--	_ EmoExpression::markable_100500224::Polarity=negative|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=weak|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=neut|num=sg _ _ Intensifier::markable_100500226::EmoExpressionRef=emo-expression:markable_100500225|Intensifier::markable_100500226::Intensifier=True|*=True|Intensifier::markable_100500226::Degree=medium case=nom|EmoExpression::markable_100500225::Uncertain=false|EmoExpression::markable_100500225::Intensity=medium|*=True|EmoExpression::markable_100500225::EmoExpression=True|EmoExpression::markable_100500225::Polarity=positive|num=sg|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::SubjectiveFact=false case=acc|gender=masc|num=sg|pos=True
319085862732300288	positive	Ein absehbarer Shitstorm : Die Atomlobby sucht " Miss Nuclear 2013 " mit einem unfassbar dämlichen Poster .. %PosSmiley facepalm h ...	eine absehbar Shitstorm : die Atomlobby suchen " Miss Nuclear @card@ " mit eine unfassbar dämlich Poster .. %PosSmiley facepalm h ...	ART ADJA NN $. ART NN VVFIN $( NN NE CARD $( APPR ART ADJD ADJA NN ADJA ITJ ADJA NN $.	18/NK 18/NK 22/PD 18/-- 21/NK 22/SB 15/-- 22/-- 22/OA 26/PNC 24/NK 26/-- 33/MO 32/NK 31/MO 32/NK 28/NK 34/NK 24/NK 21/NK 19/-- 21/--	case=nom|Sentiment::markable_154::Polarity=positive|num=sg|Sentiment::markable_154::Sentiment=True|gender=masc|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True|pos=True case=nom|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_154::Polarity=negative|EmoExpression::markable_154::Intensity=medium|gender=masc|EmoExpression::markable_154::Uncertain=false|EmoExpression::markable_154::Sarcasm=false|EmoExpression::markable_154::SubjectiveFact=false|num=sg|EmoExpression::markable_154::EmoExpression=True Sentiment::markable_154::Sentiment=True case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=fem|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=acc|gender=masc|*=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True *=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_157::Polarity=positive|Intensifier::markable_160::EmoExpressionRef=emo-expression:markable_159|Sentiment::markable_157::Sarcasm=false|pos=True|Intensifier::markable_160::Degree=medium|Sentiment::markable_157::Intensity=medium|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True|Intensifier::markable_160::Intensifier=True|Sentiment::markable_154::Sentiment=True case=dat|EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|gender=neut|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True|num=sg|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True case=dat|Sentiment::markable_154::Sentiment=True|gender=neut|num=sg|Target::markable_158::Target=True|Target::markable_158::Preferred=true|Target::markable_156::Target=True|Target::markable_158::Anaphref=empty|Sentiment::markable_157::Sentiment=True case=dat|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=neut|pos=True case=dat|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|gender=neut|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|num=sg|EmoExpression::markable_161::EmoExpression=True _ _ _
328145243109208064	neutral	Angebot des Tages : femininer Rock für Jacke von Claude Zana mit gelb / grünem Muster %Link Designer Mode Outlet	Angebot die Tag : feminin Rock für Jacke von Claude Zana mit gelb / grün Muster %Link Designer Mode Outlet	NN ART NN $. ADJA NN APPR NN APPR NE NE APPR ADJD $( ADJA NN XY NN NN ADJD	22/-- 25/NK 23/AG 25/-- 28/NK 23/CJ 28/MNR 29/NK 30/PG 33/PNC 31/NK 30/MNR 37/MO 35/-- 38/NK 34/NK 41/PNC 41/NK 28/CJ 41/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg pos=True
323484418192855040	positive	Man vergisst nie einen Menschen , der einem alles bedeutet hat . Man gewöhnt sich nur daran , dass er nicht mehr da ist .	man vergessen nie eine Mensch , die eine alle bedeuten haben . man gewöhnen sich nur daran , dass er nicht mehr da sein .	PIS VVFIN ADV ART NN $, PRELS ART PIS VVPP VAFIN $. PIS VVFIN PRF ADV PAV $, KOUS PPER PTKNEG ADV ADV VAFIN $.	22/SB 20/-- 22/MO 25/NK 22/OA 25/-- 31/SB 29/NK 30/OA 31/OC 25/RC 31/-- 14/SB 12/-- 14/OA 24/MO 18/NK 13/-- 24/CP 24/SB 24/NG 21/MO 24/MO 14/SB 24/--	case=nom|Sentiment::markable_162::Polarity=positive|Source::markable_166::Anaphref=empty|Sentiment::markable_162::Sarcasm=false|Source::markable_166::Source=True|*=True|Sentiment::markable_162::Intensity=medium|num=sg|Sentiment::markable_162::Sentiment=True EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|mood=ind|EmoExpression::markable_164::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Negation::markable_165::Negation=True|Sentiment::markable_162::Sentiment=True|Negation::markable_165::EmoExpressionRef=empty case=acc|Target::markable_163::Anaphref=empty|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Preferred=true|gender=masc|Target::markable_163::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Target=True _ case=nom|Sentiment::markable_167::Polarity=positive|Target::markable_168::Preferred=true|gender=masc|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=strong|num=sg|Target::markable_168::Target=True case=dat|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|gender=masc|Sentiment::markable_167::Sentiment=True case=acc|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=neut|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True pers=3|Sentiment::markable_167::Sentiment=True|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ _ case=nom|gender=masc|num=sg|pers=3 _ _ _ pers=3|num=sg|tense=pres|mood=ind _
319561793158660096	positive	Ich hoffe die kommen echt morgen schon zurück .	ich hoffen die kommen echt morgen schon zurück .	PPER VVFIN ART VVFIN ADJD ADV ADV PTKVZ $.	27/SB 25/-- 29/NK 27/OC 29/MO 29/MO 31/MO 29/SVP 33/--	case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True|pers=1|Source::markable_173::Source=True|num=sg|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Sentiment::markable_171::Intensity=medium EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|mood=ind|Sentiment::markable_171::Sentiment=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_174::SubjectiveFact=false case=acc|num=pl|Target::markable_172::Target=True|Target::markable_172::Preferred=true|Target::markable_172::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True|pos=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True _
327290543820398592	neutral	Tropical Island 2 für 1 Gutscheine ! Bis 30.12 . 2013  gültig ! : Berlin | Hallo liebe Leute . Ich habe noch einige ...	Tropical Island 2 für 1 Gutschein ! bis @card@ . @card@ gültig ! : Berlin | hallo lieb Leute . ich haben noch einige ...	NE NE CARD APPR CARD NN $. APPR CARD $. CARD ADJD $. $. NE XY ITJ ADJA NN $. PPER VAFIN ADV PIS $.	11/PNC 9/-- 11/NK 11/MO 15/NK 13/NK 15/-- 7/-- 8/NK 9/-- 9/PD 8/PD 12/-- 13/-- 19/SB 13/-- 19/NK 19/NK 13/-- 19/-- 22/SB 20/-- 24/MO 22/OA 24/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=pl _ _ _ _ _ pos=True _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl _
324247193257144320	positive	Ehrlich gesagt doch . Glaube ich . Sehe ich um mich herum . Aber zum Glück ist ja jedes Kind anders . %PosSmiley	ehrlich sagen doch . glauben ich . sehen ich um ich herum . aber zu Glück sein ja jede Kind anders . %PosSmiley	ADJD VVPP KON $. VVFIN PPER $. VVFIN PPER APPR PRF PTKVZ $. ADV APPRART NN VAFIN ADV PIAT NN ADV $. ITJ	27/MO 25/-- 27/CD 28/-- 4/-- 5/SB 6/-- 7/-- 8/SB 8/MO 10/NK 10/MO 12/-- 15/MO 17/MO 15/NK 13/-- 17/MO 20/NK 17/SB 17/MO 21/-- 22/NK	pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=sg|pers=1 _ _ Sentiment::markable_100500227::Sarcasm=false|Sentiment::markable_100500227::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|Sentiment::markable_100500227::Polarity=positive case=dat|gender=neut|EmoExpression::markable_100500228::Polarity=positive|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::EmoExpression=True case=dat|gender=neut|EmoExpression::markable_100500228::EmoExpression=True|num=sg|Sentiment::markable_100500227::Sentiment=True mood=ind|Target::markable_100500229::Preferred=true|Target::markable_100500229::Anaphref=empty|pers=3|num=sg|tense=pres|Sentiment::markable_100500227::Sentiment=True|Target::markable_100500229::Target=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True Sentiment::markable_100500227::Sentiment=True EmoExpression::markable_175::EmoExpression=True|EmoExpression::markable_175::SubjectiveFact=false|EmoExpression::markable_175::Sarcasm=false|EmoExpression::markable_175::Uncertain=false|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_175::Intensity=medium|EmoExpression::markable_175::Polarity=positive
324646028668190720	neutral	ein neuer klasse Bandname : Filament	eine neu klasse Bandname : Filament	ART ADJA ADJA NN $. NN	27/NK 27/NK 27/NK 23/-- 27/-- 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg
328867774128586754	positive	einfach sagen : grüsse von so einem inetkumpelpissazeugs den ich nicht kenne 8)	einfach sagen : grüßen von so eine inetkumpelpissazeugs die ich nicht kennen 8)	ADJD VVINF $. VVFIN APPR ADV ART NN ART PPER PTKNEG VVFIN ADJA	8/MO 6/-- 8/-- 8/OC 10/MO 13/MO 14/NK 11/NK 18/OA 18/SB 18/NG 10/CJ 18/MO	pos=True _ _ pers=3|num=sg|tense=pres|mood=subj _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
