319780665581264897	negative	JETZT geb ich Player 6 den Todesstoß . Lange genug hat er sich gewehrt :)	jetzt geb ich Player 6 die Todesstoß . lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
320226570247745536	negative	Zwei Wochen Pause für Bale : Hier entschuldigt sich Degen : Nach dem unglücklichen Zweikampf mit Gareth Bale ent ... http://t.co/22s693CIv6	zwei Woche Pause für Bale : hier entschuldigen sich Degen : nach die unglücklich Zweikampf mit Gareth Bale ent ... http://t.co/22s693CIv6	CARD NN NN APPR NN $. ADV VVFIN PRF NE $. APPR ART ADJA NN APPR NE NE VVFIN $. CARD	19/NK 36/OA 19/NK 19/MNR 21/NK 22/-- 25/MO 17/-- 25/OA 25/SB 27/-- 36/MO 32/NK 32/NK 29/NK 32/MNR 35/PNC 33/NK 25/OC 36/-- 20/--	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|*=True|num=sg _ Sentiment::markable_131::Polarity=negative|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Sarcasm=false|Sentiment::markable_131::Intensity=medium case=dat|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True|Target::markable_132::Preferred=true|gender=neut|Target::markable_132::Anaphref=empty case=dat|Target::markable_132::Target=True|EmoExpression::markable_133::Uncertain=false|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=negative|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True Target::markable_132::Target=True|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True _ _ _
322641413235949569	neutral	Himmel blau und Sonne satt \ o /	Himmel blau und Sonne satt \ o /	NN ADJD KON NN ADJD XY ADJA $(	21/-- 28/MO 23/CD 24/CJ 28/MO 21/-- 22/PD 28/--	case=nom|gender=masc|num=sg pos=True _ case=acc|gender=fem|num=sg pos=True _ EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::SubjectiveFact=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Polarity=positive|EmoExpression::markable_100500223::Intensity=medium EmoExpression::markable_100500223::EmoExpression=True
318494157087854592	negative	Die Feinde des Reichs werden vor der Macht meines neuen Zaubers erzittern , Tief. http://t.co/L1Au860NA1 #Android #AndroidGames #gameinsight	die Feind die Reich werden vor die Macht mein neu Zauber erzittern , Tief. http://t.co/L1Au860NA1 #Android #AndroidGames #gameinsight	ART NN ART NE VAFIN APPR ART NN PPOSAT ADJA NN VVINF $, NE CARD NN ADJA NN	10/NK 13/SB 12/NK 10/AG 8/-- 20/MO 16/NK 14/NK 19/NK 19/NK 16/AG 13/OC 20/-- 24/SB 24/NK 20/CJ 26/NK 24/NK	case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=negative|EmoExpression::markable_136::EmoExpression=True|gender=fem|Sentiment::markable_134::Intensity=medium|num=sg|Sentiment::markable_134::Polarity=negative|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_134::Sarcasm=false|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_136::EmoExpression=True|num=sg|Sentiment::markable_134::Sentiment=True case=gen|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty case=gen|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_135::Target=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
323918794915475456	negative	Beginnen Sie einfach mit einem , „kalten Entzug“ der falschen Lebensmittel und Gewohnheiten. http://t.co/wfQq1FJhMG	beginnen Sie einfach mit eine , „kalten Entzug“ die falsch Lebensmittel und Gewohnheiten. http://t.co/wfQq1FJhMG	VVFIN PPER ADJD APPR ART $, NN NN ART ADJA NN KON NN NE	18/-- 19/SB 19/MO 19/MO 26/NK 23/-- 26/NK 22/NK 29/NK 29/NK 26/AG 29/CD 30/CJ 29/AG	pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|Sentiment::markable_137::Sarcasm=false|num=pl|Sentiment::markable_137::Polarity=negative|gender=fem|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True case=gen|EmoExpression::markable_139::Intensity=medium|gender=fem|pos=True|Sentiment::markable_137::Sentiment=True|num=pl|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative case=gen|Target::markable_138::Anaphref=empty|num=pl|Target::markable_138::Preferred=true|gender=fem|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=pl|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=gen|gender=fem|num=pl
328628433292771329	neutral	@broeselbub Für den #Euro mußten die Banken gerettet werden . Kein #Euro , keine Bankenrettung , keine Einmischung in die griechische Politik .	@broeselbub für die #Euro müssen die Bank retten werden . keine #Euro , keine Bankenrettung , keine Einmischung in die griechisch Politik .	NN APPR ART NN VMFIN ART NN VVPP VAINF $. PIAT NN $, PIAT NN $, PIAT NN APPR ART ADJA NN $.	14/-- 8/MO 4/NK 2/NK 1/-- 7/NK 5/SB 9/OC 5/OC 9/-- 12/NK 10/-- 12/-- 15/NK 12/CJ 15/-- 18/NK 15/CJ 18/MNR 22/NK 22/NK 19/NK 22/--	case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
324258207981785089	neutral	@Sp3aedy @xs_11official genau auf den wollte ich hinaus :)	@Sp3aedy @xs_11official genau auf die wollen ich hinaus :)	NN ADJD ADJD APPR ART VMFIN PPER ADV ADJA	23/-- 1/-- 4/MO 6/MO 4/NK 2/-- 6/SB 6/MO 6/MO	case=nom|gender=fem|num=sg pos=True pos=True _ case=acc|gender=masc|num=sg pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ mood=ind|EmoExpression::markable_140::Uncertain=false|pers=1|EmoExpression::markable_140::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Intensity=medium
326269461000769536	neutral	Sehe ich das richtig dass #Schäuble gerade dazu aufruft die Konten leerzuräumen solange noch etwas drauf ist ? http://t.co/j5kpr5WAUb #ESM	sehen ich die richtig dass #Schäuble gerade dazu aufrufen die Konto leerräumen solange noch etwas drauf sein ? http://t.co/j5kpr5WAUb #ESM	VVFIN PPER PDS PTKVZ KOUS NN ADV PAV VVFIN ART NN VVIZU KOUS ADV PIS PAV VAFIN $. NN ADJA	9/-- 10/SB 10/OA 10/MO 26/CP 26/SB 21/MO 21/NK 21/MO 20/NK 21/OA 26/OC 26/CP 24/MO 26/PD 24/NK 10/MO 26/-- 18/-- 19/MO	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ gender=neut|*=True _ pers=3|num=sg|tense=pres|mood=ind _ _ _
326695161553903616	positive	Magst du lieber Obst oder Gemüse ? — Obst &lt;3 http://t.co/PQi0CuuYJy	mögen du lieb Obst oder Gemüse ? — Obst &lt;3 http://t.co/PQi0CuuYJy	VVFIN PPER ADJD NN KON NN $. ADJA NN CARD NN	20/-- 21/SB 21/MO 21/OA 24/CD 25/CJ 26/-- 7/-- 8/-- 11/NK 9/OA	pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|Sentiment::markable_141::Polarity=positive|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false EmoExpression::markable_143::SubjectiveFact=false|EmoExpression::markable_143::EmoExpression=True|EmoExpression::markable_143::Polarity=positive|Sentiment::markable_141::Sentiment=True|EmoExpression::markable_143::Intensity=medium|EmoExpression::markable_143::Uncertain=false|EmoExpression::markable_143::Sarcasm=false case=nom|gender=masc|num=pl
320950022810267648	neutral	Ein Moment . Eine Unehrlichkeit . Ein Abend . Wenn du wüsstest , was du damit angerichtet hättest ... hättest du es dann gemacht ?	eine Moment . eine Unehrlichkeit . eine Abend . wenn du wissen , was du damit anrichten haben ... haben du es dann machen ?	ART NN $. ART NN $. ART NN $. KOUS PPER VVFIN $, PRELS PPER PAV VVPP VAFIN $. VAFIN PPER PPER ADV VVPP $.	13/NK 11/-- 13/-- 5/NK 3/-- 5/-- 8/NK 6/-- 8/-- 12/CP 12/SB 9/-- 12/-- 17/OA 18/SB 11/NK 18/OC 12/OC 18/-- 19/-- 20/SB 24/OA 24/MO 20/OC 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500238::Intensity=medium|EmoExpression::markable_100500238::Sarcasm=false|gender=fem|EmoExpression::markable_100500238::Polarity=negative|num=sg|EmoExpression::markable_100500238::EmoExpression=True|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 _ _ _ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg|pers=3 _ _ _
323716749658828801	negative	Die süddeutsche Hitze ist für mich wirklich mehr als ungeeignet	die süddeutsch Hitze sein für ich wirklich mehr als ungeeignet	ART ADJA NN VAFIN APPR PRF ADJD ADV KOKOM ADJD	28/NK 28/NK 29/SB 25/-- 29/MO 30/NK 30/MO 30/MO 35/CM 33/CC	case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=fem|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True case=nom|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_144::Sentiment=True|Source::markable_146::Anaphref=empty|*=True|Source::markable_146::Source=True pos=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_148::EmoExpressionRef=emo-expression:markable_147|*=True|Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Degree=medium|Intensifier::markable_148::Intensifier=True Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Intensifier=True EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True|Sentiment::markable_144::Sentiment=True
323399733727068160	negative	Ganz ehrlich : Einen Boy Directioner zu finden ist genauso schwer wie ein Einhorn zu finden . Mrs. Storan ♥	ganz ehrlich : eine Boy Directioner zu finden sein genauso schwer wie eine Einhorn zu finden . Mrs. Storan ♥	ADV ADJD $. ART NN NN PTKZU VVINF VAFIN ADV ADJD KOKOM ART NN PTKZU VVINF $. NE NE NN	12/MO 18/MO 12/-- 15/NK 18/OA 15/NK 18/PM 19/OC 10/-- 21/MO 26/MO 24/CM 24/NK 20/CC 26/PM 19/OC 26/-- 19/PNC 20/NK 17/--	_ pos=True _ case=acc|Sentiment::markable_149::Sentiment=True|gender=masc|Sentiment::markable_149::Polarity=negative|Target::markable_150::Preferred=true|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_149::Sarcasm=false|Sentiment::markable_149::Intensity=medium|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|pos=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::Intensity=medium EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Uncertain=false|gender=masc|EmoExpression::markable_153::Polarity=positive|num=sg|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium
325905309132521473	neutral	@berlinwerbung dann wird es Zeit , dass du mal groß wirst ... @bootboss	@berlinwerbung dann werden es Zeit , dass du mal groß werden ... @bootboss	NN ADV VAFIN PPER NN $, KOUS PPER ADV ADJD VAFIN $. NN	20/-- 3/MO 1/-- 3/EP 3/PD 5/-- 11/CP 11/SB 11/MO 11/PD 3/MO 11/-- 12/--	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=2 _ pos=True _ _ _
325236369872015360	neutral	@norbertmeier9 hehe 👍🎶🎶🎤 ich kam gestern erst spät aus Hannover zurück .... viel Spaß 🎉🍻🍻🍼	@norbertmeier9 hehe 👍🎶🎶🎤 ich kommen gestern erst spät aus Hannover zurück .... viele Spaß 🎉🍻🍻🍼	NN ADJA NN PPER VVFIN ADV ADV ADJD APPR NE PTKVZ NN PIAT NN ADJA	13/-- 3/NK 5/PNC 5/SB 1/-- 5/MO 8/MO 5/MO 5/MO 9/NK 5/SVP 3/NK 14/NK 15/OA 12/--	case=nom|gender=fem|num=sg EmoExpression::markable_100500224::Polarity=negative|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=weak|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg Intensifier::markable_100500226::EmoExpressionRef=emo-expression:markable_100500225|Intensifier::markable_100500226::Intensifier=True|*=True|Intensifier::markable_100500226::Degree=medium case=acc|EmoExpression::markable_100500225::Uncertain=false|gender=masc|EmoExpression::markable_100500225::EmoExpression=True|EmoExpression::markable_100500225::Polarity=positive|num=sg|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::Intensity=medium|EmoExpression::markable_100500225::SubjectiveFact=false case=acc|gender=masc|num=sg|pos=True
319085862732300288	positive	RT @twitgeridoo : Ein absehbarer Shitstorm : Die Atomlobby sucht " Miss Nuclear 2013 " mit einem unfassbar dämlichen Poster .. :D #facepalm h ...	RT @twitgeridoo : eine absehbar Shitstorm : die Atomlobby suchen " Miss Nuclear @card@ " mit eine unfassbar dämlich Poster .. :D #facepalm h ...	NE NE $. ART ADJA NN $. ART NN VVFIN $( NN NE CARD $( APPR ART ADJD ADJA NN ADJA ADJA NN NN $.	17/PNC 15/-- 17/-- 6/NK 6/NK 10/PD 6/-- 9/NK 10/SB 3/-- 10/-- 10/PAR 12/NK 13/PNC 14/-- 21/MO 20/NK 19/MO 20/NK 16/NK 12/UC 23/NK 21/-- 23/NK 24/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_154::Polarity=positive|num=sg|Sentiment::markable_154::Sentiment=True|gender=masc|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True|pos=True case=nom|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_154::Polarity=negative|EmoExpression::markable_154::Intensity=medium|gender=masc|EmoExpression::markable_154::Uncertain=false|EmoExpression::markable_154::Sarcasm=false|EmoExpression::markable_154::SubjectiveFact=false|num=sg|EmoExpression::markable_154::EmoExpression=True Sentiment::markable_154::Sentiment=True case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=fem|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=acc|gender=masc|*=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True *=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_157::Polarity=positive|Intensifier::markable_160::EmoExpressionRef=emo-expression:markable_159|Sentiment::markable_157::Sarcasm=false|pos=True|Intensifier::markable_160::Degree=medium|Sentiment::markable_157::Intensity=medium|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True|Intensifier::markable_160::Intensifier=True|Sentiment::markable_154::Sentiment=True case=dat|EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|gender=neut|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True|num=sg|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True case=dat|Sentiment::markable_154::Sentiment=True|gender=neut|num=sg|Target::markable_158::Target=True|Target::markable_158::Preferred=true|Target::markable_156::Target=True|Target::markable_158::Anaphref=empty|Sentiment::markable_157::Sentiment=True case=dat|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=neut|pos=True case=nom|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|gender=neut|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pos=True|num=sg|EmoExpression::markable_161::EmoExpression=True case=nom|gender=neut|num=sg _ _
328145243109208064	neutral	Angebot des Tages : femininer Rock für Jacke von Claude Zana mit gelb / grünem Muster http://t.co/qBjxhXsPJK Designer Mode Outlet	Angebot die Tag : feminin Rock für Jacke von Claude Zana mit gelb / grün Muster http://t.co/qBjxhXsPJK Designer Mode Outlet	NN ART NN $. ADJA NN APPR NN APPR NE NE APPR ADJD $( ADJA NN NN NN NN ADJD	25/-- 28/NK 26/AG 28/-- 31/NK 26/PAR 31/MNR 32/NK 33/PG 36/PNC 34/NK 33/MNR 41/NK 38/-- 41/NK 37/NK 41/NK 44/NK 42/NK 26/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg pos=True
323484418192855040	positive	Man vergisst nie einen Menschen , der einem alles bedeutet hat . Man gewöhnt sich nur daran , dass er nicht mehr da ist .	man vergessen nie eine Mensch , die eine alle bedeuten haben . man gewöhnen sich nur daran , dass er nicht mehr da sein .	PIS VVFIN ADV ART NN $, PRELS ART PIS VVPP VAFIN $. PIS VVFIN PRF ADV PAV $, KOUS PPER PTKNEG ADV ADV VAFIN $.	22/SB 20/-- 22/MO 25/NK 22/OA 25/-- 31/SB 29/NK 30/OA 31/OC 25/RC 31/-- 14/SB 12/-- 14/OA 24/MO 18/NK 13/-- 24/CP 24/SB 24/NG 21/MO 24/MO 14/SB 24/--	case=nom|Sentiment::markable_162::Polarity=positive|Source::markable_166::Anaphref=empty|Sentiment::markable_162::Sarcasm=false|Source::markable_166::Source=True|*=True|Sentiment::markable_162::Intensity=medium|num=sg|Sentiment::markable_162::Sentiment=True EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|mood=ind|EmoExpression::markable_164::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Negation::markable_165::Negation=True|Sentiment::markable_162::Sentiment=True|Negation::markable_165::EmoExpressionRef=empty case=acc|Target::markable_163::Anaphref=empty|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Preferred=true|gender=masc|Target::markable_163::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Target=True _ case=nom|Sentiment::markable_167::Polarity=positive|Target::markable_168::Preferred=true|gender=masc|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=strong|num=sg|Target::markable_168::Target=True case=dat|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|gender=masc|Sentiment::markable_167::Sentiment=True case=acc|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=neut|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True pers=3|Sentiment::markable_167::Sentiment=True|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ _ case=nom|gender=masc|num=sg|pers=3 _ _ _ pers=3|num=sg|tense=pres|mood=ind _
